chunk_id,chunk_string,source,loc,parent_id,source_nodes,edges,path_type,path,is_specific,is_guideline,evidence,evidence_level
r_64,"Endothelial injury to vein walls (e.g. from recent surgery, trauma, central venous access) completes Virchow’s triad and is a risk faactor for deep vein thrombosis. With low back pain, recent operative or venous injury history increases concern when calf pain, swelling, or redness (especially if unilateral) appears. Endothelial injury alone is not sufficient to diagnose deep vein thrombosis. Consider together with other risk factors to determine triage urgency.",6,low back,DVT,Endothelial injury,RISK_FACTOR_FOR,direct,-,yes,no,"title: Diagnosis of Venous Thromboembolism | author: Canas, Alicia | year: 2025 | authority: Medical Clinics | doi: https://10.1016/j.mcna.2025.01.006",SRMA
r_65,"A previous deep vein thrombosis or pulmonary embolism strongly increases the risk of recurrent clot. In low back pain, prior clot raises concern when new calf swelling, pain, or warmth (especially if unilateral) develops, particularly after surgery or immobilisation. History of deep vein thrombosis alone does not indicate new clot- consider together with other red flags and risk factors to determine triage urgency.",6,low back,DVT,Previous DVT,RISK_FACTOR_FOR,direct,-,yes,no,"title: Diagnosis of Venous Thromboembolism | author: Canas, Alicia | year: 2025 | authority: Medical Clinics | doi: https://10.1016/j.mcna.2025.01.006",SRMA
r_66,"Calf redness with pain or swelling (especially if unilateral) suggests possible deep vein thrombosis in low back pain. Most deep vein thromboses start in the deep veins of the calf and travel up the vascular system. Calf redness alone is not an indicator of deep vein thrombosis- consider together with calf pain, calf swelling, and predisposing risk factors to determine triage urgency.",6,low back,DVT,Calf redness,RISK_FACTOR_FOR,direct,-,yes,no,"title: Diagnosis of Venous Thromboembolism | author: Canas, Alicia | year: 2025 | authority: Medical Clinics | doi: https://10.1016/j.mcna.2025.01.006",SRMA
r_67,"Calf pain with redness or swelling (especially if unilateral) suggests possible deep vein thrombosis in low back pain. Most deep vein thromboses start in the deep veins of the calf and travel up the vascular system. Calf pain alone is not an indicator of deep vein thrombosis- consider together with calf redness, calf swelling, and predisposing risk factors to determine triage urgency.",6,low back,DVT,Calf pain,RISK_FACTOR_FOR,direct,-,yes,no,"title: Diagnosis of Venous Thromboembolism | author: Canas, Alicia | year: 2025 | authority: Medical Clinics | doi: https://10.1016/j.mcna.2025.01.006",SRMA
r_68,"Calf swelling with pain or redness (especially if unilateral) suggests possible deep vein thrombosis in low back pain. Most deep vein thromboses start in the deep veins of the calf and travel up the vascular system. Calf swelling alone is not an indicator of deep vein thrombosis- consider together with calf pain, calf redness, and predisposing risk factors to determine triage urgency.",6,low back,DVT,Calf swelling,RISK_FACTOR_FOR,direct,-,yes,no,"title: Diagnosis of Venous Thromboembolism | author: Canas, Alicia | year: 2025 | authority: Medical Clinics | doi: https://10.1016/j.mcna.2025.01.006",SRMA
r_69,"Recent surgery (especially major abdominal, orthopaedic, or pelvic procedures within the last 4 weeks) is a well-established risk factor for deep vein thrombosis due to vessel wall injury. Recent surgery alone is not an indicator of deep vein thrombosis- consider together with calf pain, calf redness, calf swelling, and predisposing risk factors to determine triage urgency",6,low back,DVT,Recent surgery,RISK_FACTOR_FOR,mediated,Endothelial injury,yes,no,"title: Diagnosis of Venous Thromboembolism | author: Canas, Alicia | year: 2025 | authority: Medical Clinics | doi: https://10.1016/j.mcna.2025.01.006",SRMA
r_70,"Prolonged bed rest or immobilisation for at least 3 days causes venous stasis and is a known risk factor for pulmonary embolism and deep vein thrombosis. In low back pain with reduced activity or hospitalisation, consider immobility in the context of recent surgery, calf swelling, calf redness, and calf pain to determine triage urgency.",6,low back,DVT,Prolonged bed rest,RISK_FACTOR_FOR,mediated,Venous stasis,yes,no,"title: Diagnosis of Venous Thromboembolism | author: Canas, Alicia | year: 2025 | authority: Medical Clinics | doi: https://10.1016/j.mcna.2025.01.006",SRMA
r_71,Age over 50 years is an independent predisposing risk factor that increases susceptibility to deep vein thrombosis.,6,low back,DVT,Age over 50,RISK_FACTOR_FOR,direct,-,no,no,"title: Diagnosis of Venous Thromboembolism | author: Canas, Alicia | year: 2025 | authority: Medical Clinics | doi: https://10.1016/j.mcna.2025.01.006",SRMA
r_72,"Diabetes contributes to hypercoagulability- in the context of low back pain, it modestly raises concern for deep vein thrombosis when calf pain/redness/swelling (especially unilateral), recent surgery, or immobilisation is present. Diabetes alone does not confirm deep vein thrombosis.",6,low back,DVT,Diabetes,RISK_FACTOR_FOR,mediated,Hypercoagulability,no,no,"title: Diagnosis of Venous Thromboembolism | author: Canas, Alicia | year: 2025 | authority: Medical Clinics | doi: https://10.1016/j.mcna.2025.01.006",SRMA
r_73,"Hypertension contributes to hypercoagulability- in the context of low back pain, it modestly raises concern for deep vein thrombosis when calf pain/redness/swelling (especially unilateral), recent surgery, or immobilisation is present. Hypertension alone does not confirm deep vein thrombosis.",6,low back,DVT,Hypertension,RISK_FACTOR_FOR,mediated,Hypercoagulability,no,no,"title: Diagnosis of Venous Thromboembolism | author: Canas, Alicia | year: 2025 | authority: Medical Clinics | doi: https://10.1016/j.mcna.2025.01.006",SRMA
r_74,"Movement-related pain that changes with bending, twisting, sitting, standing, or activityâ€”rather than remaining constant and non-mechanicalâ€”is the core clinical pattern of a non-specific mechanical cause. Use this pattern with other mechanical features; movement-related pain alone does not exclude serious pathology when strong red-flag clusters are present.",9,low back,Non-specific Mechanical Cause,Movement-related pain,SUGGESTIVE_OF,direct,-,no,no,title: Low Back Pain | author: Chiodo Anthony | year: 2020 | authority: University of Michigan | doi: https://www.ncbi.nlm.nih.gov/books/NBK572334/,SRMA
r_75,Pain that eases with rest or a change of position is typical of non-specific mechanical low back pain and contrasts with constant progressive pain that does not improve with position or activity (a non-mechanical red-flag profile for malignancy or infection). Rest relief alone is not diagnosticâ€”interpret alongside absence of systemic and neurologic red flags.,9,low back,Non-specific Mechanical Cause,Pain relieved by rest,SUGGESTIVE_OF,direct,-,no,no,title: Low Back Pain | author: Chiodo Anthony | year: 2020 | authority: University of Michigan | doi: https://www.ncbi.nlm.nih.gov/books/NBK572334/,SRMA
r_76,"Acute or subacute onset after ordinary loadingâ€”lifting, bending, twisting, gardening, or similar activityâ€”without major trauma is a common trigger for non-specific mechanical low back pain. Distinguish from Recent trauma with high-energy impact or fall, which raises fracture concern. Activity-related onset supports a mechanical cause when neurologic, infectious, and malignancy red flags are absent.",9,low back,Non-specific Mechanical Cause,Activity-related onset,TRIGGER_FOR,mediated,Mechanical loading,no,no,title: Low Back Pain | author: Chiodo Anthony | year: 2020 | authority: University of Michigan | doi: https://www.ncbi.nlm.nih.gov/books/NBK572334/,SRMA
r_77,"Mechanical loading of spinal soft tissues (discs, facet joints, muscles, ligaments) is the conceptual pathway through which everyday activity and posture provoke non-specific mechanical low back pain. It is the common mediator linking activity-related onset, sitting intolerance, and load-sensitive symptoms to a non-specific mechanical cause rather than to serious spinal pathology.",9,low back,Non-specific Mechanical Cause,Mechanical loading,SUGGESTIVE_OF,direct,-,no,no,title: Low Back Pain | author: Chiodo Anthony | year: 2020 | authority: University of Michigan | doi: https://www.ncbi.nlm.nih.gov/books/NBK572334/,SRMA
r_78,A history of similar prior low back pain episodes that settled with time or simple care raises the likelihood that the current episode is again a non-specific mechanical cause. Recurrent mechanical episodes are common; prior episodes alone do not exclude a new serious pathology if unfamiliar features or red-flag clusters appear.,10,low back,Non-specific Mechanical Cause,Prior similar episodes,RISK_FACTOR_FOR,direct,-,no,no,title: Recurrence of low back pain is common: a prospective inception cohort study | author:  da Silva Tatiane | year: 2019 | authority: Journal of Physiotherapy | doi: https://doi.org/10.1016/j.jphys.2019.04.010,OBS
r_79,Reduced lumbar range of motion due to pain or muscle spasm is common in non-specific mechanical low back pain and in many serious spinal conditions. Limited motion supports a mechanical musculoskeletal presentation when pain is movement-related and systemic or cauda equina features are absent; do not use stiffness alone to rule out serious pathology.,11,low back,Non-specific Mechanical Cause,Lumbar stiffness,ASSOCIATED_WITH,direct,-,no,no,"title: Restriction in lateral bending range of motion, lumbar lordosis, and hamstring flexibility predicts the development of low back pain: a systematic review of prospective cohort studies | author:  Sadler  Sean | year: 2017 | authority: BMC Musculoskeletal Disorders | https://doi.org/10.1186/s12891-017-1534-0",SRMA
r_80,"Pain severity that fluctuates through the dayâ€”waxing and waning with activity, posture, or restâ€”favours a non-specific mechanical cause over constant, steadily progressive pain (a red-flag profile for malignancy or infection). Fluctuating pain is common and not specific; interpret with other mechanical features and red-flag screening.",8,low back,Non-specific Mechanical Cause,Fluctuating pain,SUGGESTIVE_OF,direct,-,no,no,title: Nonspecific Low Back Pain | author: Chiarotto Alessandro | year: 2022 | authority: New England Journal of Medicine | doi: https://doi.org/10.1056/NEJMcp2032396,SRMA
r_81,"Early improvement with conservative care (activity modification, simple analgesia, physiotherapy) supports a non-specific mechanical cause and aligns with frameworks that begin a trial of therapy when concerning red-flag features are few or absent. Lack of expected improvement (refractory pain) instead raises suspicion for serious pathology and should not be attributed to mechanical causes alone.",1,low back,Non-specific Mechanical Cause,Improves with conservative care,SUGGESTIVE_OF,direct,-,no,no,title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: https://doi.org/10.2519/jospt.2020.9971,SRMA
r_82,Pain aggravated by prolonged sitting is a common load-sensitive mechanical pattern in non-specific low back pain. Sitting intolerance raises baseline concern for a mechanical cause when other red flags are absent; combine with movement-related variation and relief by position change rather than treating sitting aggravation in isolation.,12,low back,Non-specific Mechanical Cause,Prolonged sitting aggravates,SUGGESTIVE_OF,mediated,Mechanical loading,no,no,"title: Evaluation of Nonspecific Low Back Pain Using a New Detailed Visual Analogue Scale for Patients in Motion, Standing, and Sitting: Characterizing Nonspecific Low Back Pain in Elderly Patients | author: Aoki Yasuchika | year: 2012 | authority: Pain Research and Treatment | doi: https://doi.org/10.1155/2012/680496",OBS
r_83,"Pain that eases after changing posture (for example lying on the side, standing after sitting, or gentle movement) is characteristic of non-specific mechanical low back pain and contrasts with pain that never settles with position. Position-change relief supports a mechanical cause alongside fluctuating, movement-related symptoms.",14,low back,Non-specific Mechanical Cause,Position change relief,SUGGESTIVE_OF,direct,-,no,no,title: Does Movement Change When Low Back Pain Changes? A Systematic Review | author: Wernli Kevin | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: https://www.jospt.org/doi/10.2519/jospt.2020.9635,SRMA
r_84,"Pain severity greater than 7/10 can occur in non-specific mechanical low back pain as well as in serious spinal pathology. Severe pain alone is not specific for either; when the pattern is mechanical (movement-related, fluctuating, relieved by rest or position) and strong red-flag clusters are absent, severe pain remains compatible with a non-specific mechanical cause.",7,low back,Non-specific Mechanical Cause,Severe pain,ASSOCIATED_WITH,direct,-,no,no,title: Non-specific low back pain | author: Maher Chris | year: 2017 | authority: Lancet | doi: https://doi.org/10.1016/S0140-6736(16)30970-9,SRMA
r_85,Osteoarthritis and degenerative spinal changes are common background findings and may contribute to activity-related mechanical low back pain. Osteoarthritis alone does not confirm a non-specific mechanical cause and is only a weak fracture indicator; interpret within the overall mechanical pattern and red-flag screen.,13,low back,Non-specific Mechanical Cause,Osteoarthritis,RISK_FACTOR_FOR,direct,-,no,no,"title: Facet joint syndrome: from diagnosis to interventional management | author: Perolat, Romain | year: 2018 | authority: Insights into Imaging | https://doi.org/10.1007/s13244-018-0638-x",SRMA
r_86,"Lifting heavy weights is a physical risk factor for nonspecific low back pain, and lifting is among the most commonly cited triggers of acute episodes (including in emergency presentations). Prefer a non-specific mechanical interpretation when onset follows ordinary lifting without major trauma and neurologic, infectious, and malignancy red flags are absent.",9,low back,Non-specific Mechanical Cause,Heavy lifting,TRIGGER_FOR,mediated,Mechanical loading,no,no,title: Low Back Pain | author: Chiodo Anthony | year: 2020 | authority: University of Michigan | doi: https://www.ncbi.nlm.nih.gov/books/NBK572334/,SRMA
