chunk_id,chunk_string,source,metadata_tags
red_flags_1_0040,surgery to perineum Digital rectal examination should be car- ried out by a suitably trained clinician with a chaperone present NA NA,title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=40;chunk_method=pypdf
red_flags_1_0041,"TABLE 6 Initial Investigations for Cauda Equina Syndrome
Abbreviations: CES, cauda equina syndrome; CT, computed tomography; MRI, magnetic resonance imaging.
Modality Context
MRI MRI is the gold standard investigation to confirm the diagnosis of CES
Most guidelines recommend that people presenting with any of these key clinical signs and symptoms be referred urgently18
CT scan If there are contraindications to MRI
 Journal of Orthopaedic & Sports Physical Therapy® 
 Downloaded from www.jospt.org at on May 21, 2026. For personal use only. No other uses without permission. 
 Copyright © 2020 Journal of Orthopaedic & Sports Physical Therapy®. All rights reserved.

journal of orthopaedic & sports physical therapy | volume 50 | number 7 | july 2020 | 359
• One episode of incontinence 4 weeks 
ago
• One-week history of vaginal numbness
• Clinical action: emergency MRI/refer 
onto emergency pathway",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=41;chunk_method=pypdf
red_flags_1_0042,"Level of Concern HIGHLOW Suggested Pathway for Emergency/Ur - gent Referral Refer to the clinical de - cision tool for suggested pathways for emergency/urgent referral (FIGURE 3). Spinal Fracture Spinal fractures make up the largest number of serious pathologies in the spine. While these are predominantly a risk for older patients, especially women, clinicians need to be aware of the risk fac- tors and signs and symptoms of spinal fractures and to consider what detailed questions to ask to help with further management. Five key source papers were used to formulate the international consensus questionnaire for spinal fracture23,50,63,72,85 (APPENDIX B). The questionnaire was sent to 28 international experts and contained 27 items (TABLES 7 through 11). Epidemiology Estimates for the point prevalence of osteoporotic compression fracture as a cause of LBP range between 0.7% and 4.5% in the primary care set - ting16,35,41,73,80 and 6.5% in the emergency care setting. 29 Low-impact or nontrau - matic fractures are the most common serious pathology in the spine, with ver - tebral fractures being the most common osteoporotic fracture. Approximately 12% of women between 50 and 70 years of",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=42;chunk_method=pypdf
red_flags_1_0043,"age and up to 20% of those over 70 years of age have vertebral fractures.72 As much as 70% of these fractures are undi- agnosed and found during investigation for other health conditions.50 It is important to identify people with vertebral fractures, as they are more like- ly to sustain later hip fractures, bringing further health consequences and risk for the person. Red flags purported to indi - cate possible fracture are unhelpful in diagnosing vertebral fracture, with many false-positive tests accompanied by low diagnostic accuracy. 85 Acting on single red flags is not recommended. Instead, consider broader risk factors and differ - ential diagnoses.85 Osteoporotic fractures have a similar distribution as metastases, with 70% in the thoracic region, 20% in the lumbar region, and 10% in the cer - vical region. Most spinal fractures occur between the T8 and L4 levels.64 Risk Factors An increasing number of younger people are affected by insuffi - ciency spinal fractures (fractures caused by normal stresses on weakened bone), due to a range of risk factors. These in - clude excessive alcohol consumption (risk increases when drinking greater than 3 units per day), vitamin D",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=43;chunk_method=pypdf
red_flags_1_0044,"deficien- cy, long-term corticosteroid use (greater than 5 or 7.5 mg per day over a 3-month period), rheumatoid arthritis, diabetes, smoking (greater than 20 cigarettes per day61), dietary restriction, eating disor - ders, and absorption problems from the gut (eg, Crohn’s disease5,75). Establish the presence or absence of these risk factors with detailed history taking. Clinical Picture People commonly pre - sent with sudden onset of pain, mostly located in the thoracolumbar region, fol- lowing low-impact trauma such as a slip or trip or lifting something while in a flexed position. The pain varies in presentation, but is often severe and mostly localized to the area of the fracture.36 Weight-bearing activities and active movements are re - stricted and painful, and the person may require strong analgesia, particularly in the early stages. On physical examina - tion, the person may have an increased prominence of the spinous process at the affected level, and increased kyphosis. The person may be tender to percussion at the affected level, though absence of this should not reassure the clinician that there is no fracture. 50 People with a sus - pected fracture should have an X-ray",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=44;chunk_method=pypdf
red_flags_1_0045,"in the first instance to determine whether a fracture is present, and to grade and de - fine the nature of the fracture. Differential Diagnosis Consider possible differential diagnoses for spinal fracture. These include metastatic spinal disease (see the Spinal Malignancy section) and multiple myeloma, both of which can cause healthy bone to be replaced by tu - mor. In the case of metastatic disease, 60% of metastases occur in the anterior half of the vertebral body, thus potential- ly weakening this area and leading to a wedge fracture. These fractures may look very similar on X-ray. Take a careful his- tory and explore any relevant risk factors for each type of pathology. Fractures from myeloma may also look very similar to osteoporotic fractures on X-ray, depending on the location. People with myeloma may present at a slightly earlier age than those with osteoporosis and metastases, but further imaging may be required to establish the cause of a fracture if there are no clear indications from the person’s subjective history. Clinical-Reasoning Scenarios Case 1 A 35-year-old man presents with sudden onset of thoracic pain after lifting a heavy TABLE 7 Number of Spinal Fracture",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=45;chunk_method=pypdf
red_flags_1_0046,"Red Flags Gaining Consensus Number of Red Flags Questionnaire was sent to 28 international experts 27 items reviewed • 13 items reached consensus as appropriate • 14 items had no consensus • 0 items reached consensus as inappropriate Steering committee reviewed results 18 Items included in framework (TABLES 8 through 11) 9 items excluded (APPENDIX C) Journal of Orthopaedic & Sports Physical Therapy® Downloaded from www.jospt.org at on May 21, 2026. For personal use only. No other uses without permission. Copyright © 2020 Journal of Orthopaedic & Sports Physical Therapy®. All rights reserved.",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=46;chunk_method=pypdf
red_flags_1_0047,"360 | july 2020 | volume 50 | number 7 | journal of orthopaedic & sports physical therapy
[ position statement ]",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=47;chunk_method=pypdf
red_flags_1_0048,"TABLE 8 Risk Factors for Spinal Fracture Abbreviations: ACR, American College of Rheumatology; DEXA, dual-energy X-ray absorptiometry. Risk Factor/Level of Evidence Context Further Questions Low Clinical Suspicion High Clinical Suspicion History of osteo- porosis High History of osteoporosis increases the risk of fracture A family history of osteoporosis will also increase the risk of osteoporosis and fracture in women36 People with known osteoporosis have an increased risk of fracture, and those with a previous osteo- porotic fracture have a 5.4-fold increased risk of vertebral fracture and a 2.8-fold increased risk of hip fracture75 Medication for osteoporosis can reduce the risk of fracture in the following year by 50% to 80%72 Do you have osteoporosis? Do you have a family history of osteoporosis? Have you had previous osteoporotic fractures? Are you taking any medication for your osteoporosis? • If so, what are you taking? • If not, have you been prescribed it, or is there a reason you are not taking it? No family history No other osteoporotic risk factors No previous fractures Previous osteoporotic fractures Concurrent osteoporotic risk factors Corticosteroid use High Steroid",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=48;chunk_method=pypdf
red_flags_1_0049,"use of 7 .5 mg for >3 mo increases the risk of osteoporosis.12,58 The effects of inhaled ste- roids are inconclusive in terms of bone mineral density, though the clinician should ask about high-dose inhaled steroid use75 Have you used steroid tablets or inhaled steroids? • How long have you used them for , and what dose did you use? No steroid use Steroid use of <5 mg over a 3-mo period in a year Steroid use of >5 mg over a 3-mo period Previous history of cancer Low Metastatic bone disease may decrease bone density, especially in the thoracic region (70% of cases) Do you have a history of cancer? • Where was the cancer? • What treatment did you have for your cancer? • What stage was the cancer? No past medical history of cancer History of cancer of the • breast • prostate • lung • kidney • thyroid Severe trauma High The more significant the amount of trauma, the higher the likelihood of bony injury (ACR guide- lines suggest a fall of 5 stairs or 3 ft)1 The position of the person at the time of injury is also important (eg, flexed, as this might pre- cipitate a fracture with a seemingly innocuous activity like coughing) Have you had a significant injury/fall from a height? Did your",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=49;chunk_method=pypdf
red_flags_1_0050,"pain start suddenly after a particular activity, like coughing or sneezing? No immediate bony pain post injury Immediate spinal pain post injury Focal bony tenderness in the midline of the spine may indicate underlying bony injury Female sex High 19.8/1000 women have osteoporotic fracture 8.4/1000 men have osteoporotic fracture75 Women with late-onset menarche (>16 y)70 or early menopause (<45 y) are at higher risk of osteoporosis,81 and therefore spinal fracture How old were you when you started your periods? How old were you when you went through menopause? Women with normal menarche and normal menopause with no other risk factors Women who are postmenopausal, es- pecially those with early menopause or those with late menarche Older age High Bone density decreases with age in women and men 12% of women aged 50-70 y have had a spinal fracture, and 20% of women over 70 y have had a spinal fracture 70% of these will not know about it72 Have you had any investigations for your bones, such as X-rays or DEXA scans? People under 50 y Women over 65 y and men over 75 y have a higher risk of vertebral fracture75 Patients over 80 y have a very high likelihood of having had an osteopo- rotic",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=50;chunk_method=pypdf
red_flags_1_0051,"fracture Previous spinal fracture High If previous fracture due to osteoporosis occurred, then the person has a 5.4-fold increased risk of vertebral fracture and a 2.8-fold increased risk of hip fracture within the year53,75 Have you had a previous spinal fracture? No previous history of spinal fracture Previous history of low-impact spinal fracture History of falls Low While the trauma of a fall may precipitate a fracture, multiple conditions can cause falls and immobility, especially in the older patient Parkinson’s disease, multiple sclerosis, dementia, alcoholism, and malnutrition can all increase the risk of falls61 All people with osteoporosis should be assessed for risk of falls58 All people should have a detailed past medical history taken People with no comorbidities People with comorbidities: the more they have, the higher risk they have of falling Journal of Orthopaedic & Sports Physical Therapy® Downloaded from www.jospt.org at on May 21, 2026. For personal use only. No other uses without permission. Copyright © 2020 Journal of Orthopaedic & Sports Physical Therapy®. All rights reserved.",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=51;chunk_method=pypdf
red_flags_1_0052,journal of orthopaedic & sports physical therapy | volume 50 | number 7 | july 2020 | 361,title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=52;chunk_method=pypdf
red_flags_1_0053,"TABLE 9 Symptoms of Spinal Fracture Abbreviation: MSCC, metastatic spinal cord compression. Symptoms (subjective)/ Level of Evidence Context Further Questions Low Clinical Suspicion High Clinical Suspicion Thoracic pain High Most (70%) nontraumatic spinal fractures occur in the thoracic spine. 70% of metastases oc- cur in the thoracic spine, too, and should be considered in the differential diagnosis Myeloma most commonly affects the thoracic spine, too, and should also be considered in the differential diagnosis Band-like pain should be considered a concern and may indicate MSCC79 Detailed questioning of the patient is needed to assess for risk factors for each of these diseases Thoracic pain with no history of cancer , osteoporosis, or myeloma and no further risk factors Any patient with known cancer , myeloma, or osteoporosis Severe pain Low Some people may have a long history of back pain. It is important to establish whether this is a new or different pain Is this a familiar pain to you/ does this feel familiar? Have you experienced back pain in the past? If this is a person’s first episode of back pain, then conser- vative management is the first course of action Describes",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=53;chunk_method=pypdf
red_flags_1_0054,"pain that is unfamiliar and pos- sibly worsening pain Neurological symptoms Low People with spinal fracture will not usually develop neurological deficit/ signs, but must be carefully examined to exclude neurological deficit Do you have any change in sensation in your arms or legs? Do you have any difficulties with walking or coordination? Do you have any difficulties with your balance? No distally referred symptoms or sub- jective neurological symptoms People with bilateral/ quadrilateral neurological symptoms, including gait disturbance and coordination issues/ bladder and bowel disturbance",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=54;chunk_method=pypdf
red_flags_1_0055,"TABLE 10 Signs of Spinal Fracture Signs (objective)/ Level of Evidence Context Physical Assessment Low Clinical Suspicion High Clinical Suspicion Spine tenderness Low Patients with midline bony tenderness should be considered to be at risk of spinal fracture50 Palpate the spinous processes and consider percussion/vibration with a 128-Hz tuning fork to examine spinal tenderness or reproduction of symptoms further Bony percussion/ use of a tuning fork may in- dicate the presence of bony injury, though this should be interpreted with caution No spinal tenderness T enderness or reproduction of symptoms on palpa- tion, percussion, and/ or vibration Neurological signs Low People with a subjective complaint of neurological symptoms must have a full neurological examination Upper- and lower-limb neurology and upper and lower motor neuron testing should be performed. Neurological examination may need to include the upper and/ or lower limbs, including upper and lower motor neuron clinical tests Localized spinal pain with no dis- tal referral or limb symptoms People with spinal fracture and symptoms in the limbs, or with coordina- tion/ gait disturbance, or changes to bladder/bowel activity",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=55;chunk_method=pypdf
red_flags_1_0056,"Spinal deformity Low Onset of deformity post trauma Sudden change in posture associated with a sudden increase in pain in the person with known osteoporosis Bony percussion may indicate bony injury, as may use of a tuning fork, though these tests should be treated with some caution Imaging may be appropriate No change in spinal posture Sudden change in spinal shape related to trauma or in a known osteoporotic patient Contusion or abrasion Low May indicate the site of trauma and should be considered if associated with a painful site ... Abrasion with no bony tendernessAbrasion following trauma associated with central spinal bony tenderness Journal of Orthopaedic & Sports Physical Therapy® Downloaded from www.jospt.org at on May 21, 2026. For personal use only. No other uses without permission. Copyright © 2020 Journal of Orthopaedic & Sports Physical Therapy®. All rights reserved.",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=56;chunk_method=pypdf
red_flags_1_0057,"362 | july 2020 | volume 50 | number 7 | journal of orthopaedic & sports physical therapy [ position statement ] bag of concrete. The man has no previ - ous history of fracture and is generally in good health. He smokes 5 cigarettes a day and has done so for 10 years. He has limited thoracic spine movement into ro- tation to both sides. He is locally tender to palpation at T8 and T9 unilaterally on both sides. • Man under 65 years of age • No family history • No steroid use • No previous fractures • No excessive alcohol use • Minimal to no smoking • Clinical action: treat and monitor symptoms. His age and sex put him at low risk of osteoporotic fracture and his smoking habit is below 20 ciga - rettes per day, which is low risk. No further investigation is required at this stage Level of Concern HIGHLOW Case 2 A 60-year-old woman presents with mod- erately severe thoracolumbar pain after bending over and lifting a heavy pot in the garden 3 weeks ago. Her pain is slightly improved. She is otherwise well and not on any medication other than paracetamol for her pain. She has no history of fracture. She had an early menopause at age 35. She smokes 20 cigarettes per day. She has pain in",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=57;chunk_method=pypdf
red_flags_1_0058,"extension and rotation, some local spi- nal tenderness, and zygapophyseal (facet) joint tenderness bilaterally. • Age and sex are risk factors (although she is under 65 years of age) • Early menopause • Smokes 20 cigarettes per day • Clinical action: treat and monitor symptoms. While there are some risk factors, her symptoms are recent and improving, and she is on low-dose medication for pain. She does not re - quire imaging, and it would be safe to treat her and monitor progress with - out further investigation at this stage Level of Concern HIGHLOW Case 3 A 78-year-old woman presents with up - per lumbar pain. No precipitating injury was reported, but the pain has worsened over the last 3 months. The pain is worse when lying supine. She has a his - tory of left radius fractures. She had her menopause at age 38, having started her periods at 15 years of age. She is other - wise well and has no family history of osteoporosis. • Age and sex are risk factors • Worsening pain • Early menopause and a late menarche • Worse when lying supine • History of fractures • Clinical action: urgent thoracic spine X-ray. The patient has several risk factors for osteoporosis, including age, sex,",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=58;chunk_method=pypdf
red_flags_1_0059,"early menopause and late menarche, and history of radius frac - tures. An X-ray of her thoracolumbar region in the first instance would be appropriate Level of Concern HIGHLOW Case 4 A 74-year-old man with mid-thoracic and lumbar pain presents with increasing pain locally in the spine, but no trauma/injury. Pain is worse in lying and standing and eased slightly in sitting. He is taking in - creasing doses and strengths of analgesia, which helps a little. He has some shortness of breath on exertion and pain on deep in- spiration. He is a nonsmoker and drinks 3 pints of beer a day. He had a transurethral resection of the prostate for prostate can- cer 10 years ago and has been discharged from follow-up by the urologist. • Age and site of pain • Worsening pain • Increasing analgesia • Alcohol intake • History of prostate cancer • Breathlessness • Clinical action: urgent MRI of the whole spine. The man has several risk factors for spinal fracture. These include a history of prostate cancer, which is one of the cancers most likely to metastasize to the spine. His pain is worse in lying, which is more unusual and may indicate underlying serious pathology (tumor). His age puts him at risk",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=59;chunk_method=pypdf
red_flags_1_0060,"of osteoporosis, even though he is male, as his bone density is likely to have decreased. His shortness of",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=60;chunk_method=pypdf
red_flags_1_0061,"TABLE 11 Initial Investigations for Spinal Fracture Abbreviations: CT, computed tomography; MRI, magnetic resonance imaging. Modality Context X-ray X-rays are the first-line choice to determine whether there is a fracture present, with lateral views likely to yield the most information.50 X-rays are readily avail- able and relatively low cost. It may be difficult to determine the age of the fracture using X-rays alone MRI MRI is the investigation of choice for differentiating osteoporotic fractures from metastatic disease and myeloma. Use MRI if there are multiple fractures identi- fied on X-ray.50 MRI will also help to determine the age of the fracture, as it can identify bone marrow edema from recent/healing fractures61 CT scan A CT scan is commonly performed for other conditions. Assess the sagittal view for undiagnosed vertebral fractures.72 CT scans may be helpful in evaluating complex fractures or those with retropulsed fragments, as they give excellent bony definition.61 CT scans may also be used where MRI is contraindicated Journal of Orthopaedic & Sports Physical Therapy® Downloaded from www.jospt.org at on May 21, 2026. For personal use only. No other uses without",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=61;chunk_method=pypdf
red_flags_1_0062,permission. Copyright © 2020 Journal of Orthopaedic & Sports Physical Therapy®. All rights reserved.,title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=62;chunk_method=pypdf
red_flags_1_0063,"journal of orthopaedic & sports physical therapy | volume 50 | number 7 | july 2020 | 363 breath may be a concern in the ab - sence of a chronic obstructive pulmo - nary disease or smoking history, given his prostate cancer. This man would benefit from further investigation of his spine with whole-spine MRI to exclude metastases and fracture. A chest X-ray would be appropriate to exclude lung metastases/disease, and blood tests would be relevant to ex - clude myeloma and look for signs of inflammation, infection, or increased bone turnover. If one is not able to re- quest these medical tests, then urgent referral would be appropriate Level of Concern HIGHLOW Suggested Pathway for Emergency/Ur - gent Referral Refer to the clinical de - cision tool for suggested pathways for emergency/urgent referral (FIGURE 3). Spinal Malignancy Metastases are cancer lesions that have spread from the primary cancer site to a new and different site in the body. Spinal malignancy ( TABLES 12 through 16) refers to metastases that have spread specifi - cally into the spine. Bone is a common site for metastases, known as metastatic bone disease (MBD), in a number of cancers (breast, prostate, lung,",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=63;chunk_method=pypdf
red_flags_1_0064,"kidney, and thyroid). 78 A Cochrane review 34 was the key source paper used to formulate the international consensus question - naire for the spinal malignancy section (APPENDIX B ). Epidemiology Estimates for the point prevalence of spinal malignancy as a cause of LBP range between 0.0% and 0.7% in the primary care setting, 15,16,19,26,35,43 0.1% in the emergency care setting,68 and 1.6% in the tertiary care setting. 66 Malignancy as a cause of musculoskeletal pain is es - timated at 7.0% in the secondary care setting.40 Risk Factors The second most common serious pathology to affect the spine, af - ter fracture, is MBD as a consequence of a primary cancer.20 More effective medi- cal treatment of primary cancers means people are living longer, putting them at greater risk of later developing MBD. 7 Cancer can affect all ages, but the risk of developing malignancy increases with age.33 The consequences of untreated or late diagnosis are widespread metasta - ses and visceral involvement. Metastatic bone disease can lead to significant mor- bidity and reduction in quality of life due to MSCC and, in the worst-case scenar - io, to paralysis and compromise of the bladder, bowel, and",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=64;chunk_method=pypdf
red_flags_1_0065,"sexual function. 78 Clinical Picture The spine is one of the earliest sites affected by MBD, especially in those cancers that have a propensity to metastasize.74 The 5 most common can - cers to metastasize are breast, prostate, lung, kidney, and thyroid.10 Approximate- ly 30% of all people with one of these pri- mary diagnoses of cancer will have their cancer metastasize, so it is important not to subject all people with a history of can- cer to unnecessary and worrying investi - gations. In breast cancer, MBD can occur at any time, with 50% occurring within the first 5 years after a primary diagnosis of cancer and the other 50% developing 10 years and later.44 Other primary cancers may metas - tasize, but have a lower incidence. 62 Cli- nicians should not be reassured by the TABLE 12 Number of Spinal Malignancy Red Flags Gaining Consensus Number of Red Flags Questionnaire sent to 28 international experts 29 items reviewed • 14 items reached consensus as appropriate • 6 items reached consensus as inappropriate • 9 items had no consensus Steering committee reviewed results 14 items included in the framework (TABLES 13 through 16) 12 items excluded (APPENDIX C)",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=65;chunk_method=pypdf
red_flags_1_0066,"TABLE 13 Risk Factors for Spinal Malignancy Abbreviations: MSCC, metastatic spinal cord compression; PSA, prostate-specific antigen. Risk Factor/Level of Evidence Context Further Questions Low Clinical Suspicion High Clinical Suspicion Past history of cancer High Not all those cancers with a pre- dilection to bone metastases will develop them. However , some will metastasize in the first 5 y of diagnosis, with 50% doing so 10-20 y later44 Approximately 25% of people with MSCC have no known primary diagnosis57 Do you have any concerns about your symptoms? How long ago was the primary diagnosis made? How big was the primary tumor , and at which stage? Was there any lymph node involvement? Which treatment did you have? Cancers with a predilection to bone metastases but in an early stage (1 or 2), with no lymph node involvement62 Cancers that do not have a predilection to bone metas- tases (eg, ovarian cancer , melanoma62) Cancers that have a predilection to bone metastases (eg, breast, prostate, lung, kidney, and thyroid10) In breast cancer grade 3 or 4 (late stage), large tumors with lymph node involvement62 In prostate cancer , a Gleason score of 9 or 10 (despite a PSA level greater",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=66;chunk_method=pypdf
red_flags_1_0067,"than 50 ng/ mL at diagnosis) is considered to be an aggressive cancer that is likely to spread more rapidly4 Journal of Orthopaedic & Sports Physical Therapy® Downloaded from www.jospt.org at on May 21, 2026. For personal use only. No other uses without permission. Copyright © 2020 Journal of Orthopaedic & Sports Physical Therapy®. All rights reserved.",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=67;chunk_method=pypdf
red_flags_1_0068,"364 | july 2020 | volume 50 | number 7 | journal of orthopaedic & sports physical therapy
[ position statement ]",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=68;chunk_method=pypdf
red_flags_1_0069,"TABLE 14 Symptoms of Spinal Malignancy Abbreviations: CES, cauda equina syndrome; MBD, metastatic bone disease; UMN, upper motor neuron. Symptoms (subjective)/ Level of Evidence Context Further Questions Low Clinical Suspicion High Clinical Suspicion Severe pain that may become progressive and constant Low MBD does not have a linear progression and is more likely to wax and wane, but in the later stages it becomes more constant and progressive. People may report escalating pain, which can increase when lying flat79 Are your symptoms getting better , the same, or worse? Do you have band-like pain? The person presents with initial severe pain but reports improvement with treatment; it is important to continue to evaluate, as the person may be in a good phase Subjective reports of progres- sively worsening symptoms, with possible features of band-like pain, and inability to lie flat Night pain Low Most people with back pain will suffer from night pain. People who report being woken on movement and subsequently are unable to get comfortable and go back to sleep are of less concern than those who describe an inability to get back to sleep due to the intensity of symptoms and who report",title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: 10.2519/jospt.2020.9971,corpus=red_flags;source_id=1;doc=1.pdf;chunk_index=69;chunk_method=pypdf
