chunk_id,chunk_string,source,loc,parent_id,source_nodes,edges,path_type,path,is_specific,is_guideline,evidence,evidence_level
r_29,"Clinical concept: new or worsening neurologic sensory symptoms (electric shock-like pain, tingling, numbness, loss of proprioception) alongside spinal pain raises concern for spinal cord compression by tumour (Neuro sensory deficit; SUGGESTIVE_OF;Malignancy)
Synonyms and patient phrases: neuro sensory deficit, numbness, tingling, pins and needles, sensory loss, electric shock pain, radiculopathy, numbness in leg, tingling down leg, new, worsening, neurologic, sensory, symptoms, electric, shock-like, pain, loss, proprioception, alongside, raises, concern, cord, compression
Co-occurring red flags: Previous cancer, Age over 50, Unexplained weight loss, Refractory pain, Constant pain, Immunosuppression, Severe pain, Night pain, Smoking, Neuro motor deficit

New or worsening neurologic sensory symptoms (electric shock-like pain, tingling, numbness, loss of proprioception) alongside spinal pain raises concern for spinal cord compression by tumour.",2,low back,Malignancy,Neuro sensory deficit,SUGGESTIVE_OF,direct,-,no,no,title: The diagnostic value of Red Flags in thoracolumbar pain: a systematic review | author: Maselli F | year: 2022 | authority: Disability and Rehabilitation | doi: https://doi.org/10.1080/09638288.2020.1804626,SRMA
r_30,"Clinical concept: unexplained weight loss is a red-flag symptom that raises suspicion for spinal infection (Unexplained weight loss; SUGGESTIVE_OF;Infection)
Synonyms and patient phrases: unexplained weight loss, weight loss, unintentional weight loss, losing weight, cachexia, lost weight without trying, clothes are looser, unexplained, weight, loss, red-flag, symptom, raises, suspicion, infection, necessary, rule, out, diet, change, increased, activity, medication, effects
Co-occurring red flags: Fever, Chills, Night sweats, Age over 50, IV drug user, Immunosuppression, Constant pain, Night pain, Severe pain, Neuro motor deficit

Unexplained weight loss is a red-flag symptom that raises suspicion for spinal infection. It is necessary to rule out diet change, increased activity, or medication effects as potential benign causes of weight loss.",2,low back,Infection,Unexplained weight loss,SUGGESTIVE_OF,direct,-,no,no,title: The diagnostic value of Red Flags in thoracolumbar pain: a systematic review | author: Maselli F | year: 2022 | authority: Disability and Rehabilitation | doi: https://doi.org/10.1080/09638288.2020.1804626,SRMA
r_31,"Clinical concept: fever since the onset of spinal pain is a red-flag symptom for spinal infection and forms part of the classic triad with back pain and potential neurological dysfunction (Fever; SUGGESTIVE_OF;Infection)
Synonyms and patient phrases: fever, febrile, high temperature, pyrexia, feeling feverish, I have a fever, temperature is high, since, onset, pain, red-flag, symptom, infection, forms, part, classic, triad, potential, neurological, dysfunction, absence, rule, out, infection-
Co-occurring red flags: Unexplained weight loss, Chills, Night sweats, Age over 50, IV drug user, Immunosuppression, Constant pain, Night pain, Severe pain, Neuro motor deficit

Fever since the onset of spinal pain is a red-flag symptom for spinal infection and forms part of the classic triad with back pain and potential neurological dysfunction. Absence of fever does not rule out spinal infection- interpret alongside intravenous drug use history, recent infections, and symptoms.",2,low back,Infection,Fever,SUGGESTIVE_OF,direct,-,yes,no,title: The diagnostic value of Red Flags in thoracolumbar pain: a systematic review | author: Maselli F | year: 2022 | authority: Disability and Rehabilitation | doi: https://doi.org/10.1080/09638288.2020.1804626,SRMA
r_32,"Clinical concept: chills since the onset of back pain are a spinal infection red flag, screened alongside fever (Chills; SUGGESTIVE_OF;Infection)
Synonyms and patient phrases: chills, rigors, shivering, feeling cold, shaking chills, since, onset, pain, infection, flag, screened, alongside, fever, absence, rule, out, infection-, interpret, intravenous, drug, use, history, recent, infections
Co-occurring red flags: Unexplained weight loss, Fever, Night sweats, Age over 50, IV drug user, Immunosuppression, Constant pain, Night pain, Severe pain, Neuro motor deficit

Chills since the onset of back pain are a spinal infection red flag, screened alongside fever. Absence of chills does not rule out spinal infection- interpret alongside intravenous drug use history, recent infections, and symptoms.",2,low back,Infection,Chills,SUGGESTIVE_OF,direct,-,yes,no,title: The diagnostic value of Red Flags in thoracolumbar pain: a systematic review | author: Maselli F | year: 2022 | authority: Disability and Rehabilitation | doi: https://doi.org/10.1080/09638288.2020.1804626,SRMA
r_33,"Clinical concept: night sweats since the onset of back pain are a spinal infection red flag, screened alongside fever (Night sweats; SUGGESTIVE_OF;Infection)
Synonyms and patient phrases: night sweats, drenching sweats at night, waking up sweaty, sweating at night, night, sweats, since, onset, pain, infection, flag, screened, alongside, fever, absence, rule, out, infection-, interpret, intravenous, drug, use, history, recent
Co-occurring red flags: Unexplained weight loss, Fever, Chills, Age over 50, IV drug user, Immunosuppression, Constant pain, Night pain, Severe pain, Neuro motor deficit

Night sweats since the onset of back pain are a spinal infection red flag, screened alongside fever. Absence of night sweats does not rule out spinal infection- interpret alongside intravenous drug use history, recent infections, and symptoms.",2,low back,Infection,Night sweats,SUGGESTIVE_OF,direct,-,yes,no,title: The diagnostic value of Red Flags in thoracolumbar pain: a systematic review | author: Maselli F | year: 2022 | authority: Disability and Rehabilitation | doi: https://doi.org/10.1080/09638288.2020.1804626,SRMA
r_34,"Clinical concept: age over 50 years is an independent predisposing risk factor that increases susceptibility to spinal infection (Age over 50; RISK_FACTOR_FOR;Infection)
Synonyms and patient phrases: age over 50, over 50, older than 50, elderly, aged 51, aged 60, my fifties, I am over 50, older adult, middle-aged and older, age, over, years, independent, predisposing, risk, factor, increases, susceptibility, infection
Co-occurring red flags: Unexplained weight loss, Fever, Chills, Night sweats, IV drug user, Immunosuppression, Constant pain, Night pain, Severe pain, Neuro motor deficit

Age over 50 years is an independent predisposing risk factor that increases susceptibility to spinal infection.",3,low back,Infection,Age over 50,RISK_FACTOR_FOR,mediated,Immunosuppresion,no,no,title: The use of red flags in screening patients in physiotherapy: narrative review. | author: Maselli F | year: 2019 | authority: University of Genova | doi: https://hdl.handle.net/20.500.14242/101517,SRMA
r_35,"Clinical concept: intravenous (IV) drug use is associated with an increased risk of spinal infection (IV drug user; RISK_FACTOR_FOR;Infection)
Synonyms and patient phrases: iv drug user, IV drug use, intravenous drug use, injection drug use, IVDU, recreational IV drugs, inject drugs, use needles, intravenous, drug, use, associated, increased, risk, infection, assessing, pain, ask, about, current, past, recreational, route, administration
Co-occurring red flags: Unexplained weight loss, Fever, Chills, Night sweats, Age over 50, Immunosuppression, Constant pain, Night pain, Severe pain, Neuro motor deficit

Intravenous (IV) drug use is associated with an increased risk of spinal infection. When assessing back pain, ask about current or past recreational drug use and route of administration (oral versus IV) in a non-judgmental way. Known IV drug users warrant a lower threshold for infection screening (fever, chills, progressive pain, neurological symptoms).",3,low back,Infection,IV drug user,RISK_FACTOR_FOR,direct,-,yes,no,title: The use of red flags in screening patients in physiotherapy: narrative review. | author: Maselli F | year: 2019 | authority: University of Genova | doi: https://hdl.handle.net/20.500.14242/101517,SRMA
r_36,"Clinical concept: immunosuppression from comorbidity or medication (e (Immunosuppression; RISK_FACTOR_FOR;Infection)
Synonyms and patient phrases: immunosuppressed, immunosuppression, weak immune system, HIV, immunosuppressants, recurrent infections, from, comorbidity, medication, diabetes, rheumatoid, disease, indicated, recurrent, infections, red-flag, risk, factor, infection
Co-occurring red flags: Unexplained weight loss, Fever, Chills, Night sweats, Age over 50, IV drug user, Constant pain, Night pain, Severe pain, Neuro motor deficit

Immunosuppression from comorbidity or medication (e.g. diabetes, HIV, rheumatoid disease) or indicated by recurrent infections is a red-flag risk factor for spinal infection.",3,low back,Infection,Immunosuppression,RISK_FACTOR_FOR,direct,-,no,no,title: The use of red flags in screening patients in physiotherapy: narrative review. | author: Maselli F | year: 2019 | authority: University of Genova | doi: https://hdl.handle.net/20.500.14242/101517,SRMA
r_37,"Clinical concept: constant or steadily worsening pain that does not improve with position or activity is a red-flag pain profile for spinal infection (Constant pain; SUGGESTIVE_OF;Infection)
Synonyms and patient phrases: constant pain, unrelenting pain, pain all the time, steady worsening pain, pain never stops, constant ache, constant, steadily, worsening, pain, improve, position, activity, red-flag, profile, infection, interpret, alongside, history, fever, symptoms, isolation
Co-occurring red flags: Unexplained weight loss, Fever, Chills, Night sweats, Age over 50, IV drug user, Immunosuppression, Night pain, Severe pain, Neuro motor deficit

Constant or steadily worsening pain that does not improve with position or activity is a red-flag pain profile for spinal infection. Interpret alongside infection history, fever, and symptoms—not in isolation.",2,low back,Infection,Constant pain,SUGGESTIVE_OF,direct,-,no,no,title: The diagnostic value of Red Flags in thoracolumbar pain: a systematic review | author: Maselli F | year: 2022 | authority: Disability and Rehabilitation | doi: https://doi.org/10.1080/09638288.2020.1804626,SRMA
r_38,"Clinical concept: back pain that wakes you at night and prevents you from settling back to sleep is a red-flag symptom to consider in spinal infection, especially when pain becomes constant, more intense, or is accompanied by fever, chills, feeling unwell, or progressive limitation of movement (Night pain; SUGGESTIVE_OF;Infection)
Synonyms and patient phrases: night pain, pain at night, wakes at night, second half of the night, cannot get to sleep, nocturnal pain, pain wakes me at night, worse at night, cannot sleep due to pain, pain, wakes, you, night, prevents, from, settling, sleep, red-flag, symptom, consider, infection, especially, becomes, constant
Co-occurring red flags: Unexplained weight loss, Fever, Chills, Night sweats, Age over 50, IV drug user, Immunosuppression, Constant pain, Severe pain, Neuro motor deficit

Back pain that wakes you at night and prevents you from settling back to sleep is a red-flag symptom to consider in spinal infection, especially when pain becomes constant, more intense, or is accompanied by fever, chills, feeling unwell, or progressive limitation of movement.",2,low back,Infection,Night pain,SUGGESTIVE_OF,direct,-,no,no,title: The diagnostic value of Red Flags in thoracolumbar pain: a systematic review | author: Maselli F | year: 2022 | authority: Disability and Rehabilitation | doi: https://doi.org/10.1080/09638288.2020.1804626,SRMA
r_39,"Clinical concept: pain severity greater than 7/10 (on a 0–10 scale) has been reported in association with spinal infection (Severe pain; SUGGESTIVE_OF;Infection)
Synonyms and patient phrases: severe pain, pain 7/10, pain 8/10, pain 9/10, pain 10/10, greater than 7/10, 7 out of 10, 8 out of 10, worst pain, severe, pain is an 8, 10 out of 10 pain, pain, severity, greater, than, scale, been, infection, specific, but, together, history, drug
Co-occurring red flags: Unexplained weight loss, Fever, Chills, Night sweats, Age over 50, IV drug user, Immunosuppression, Constant pain, Night pain, Neuro motor deficit

Pain severity greater than 7/10 (on a 0–10 scale) has been reported in association with spinal infection. Severe pain alone is not specific for infection, but used together with infection history, IV drug use, fever, chills, and night sweats to guide triage urgency.",3,low back,Infection,Severe pain,SUGGESTIVE_OF,direct,-,no,no,title: The use of red flags in screening patients in physiotherapy: narrative review. | author: Maselli F | year: 2019 | authority: University of Genova | doi: https://hdl.handle.net/20.500.14242/101517,SRMA
r_40,"Clinical concept: new or worsening neurologic motor symptoms (leg weakness, poor balance when walking, foot drop) alongside spinal pain raises concern for spinal cord compression by abscess following spinal infection (Neuro motor deficit; SUGGESTIVE_OF;Infection)
Synonyms and patient phrases: neuro motor deficit, leg weakness, foot drop, weak legs, difficulty walking, motor deficit, paralysis, legs feel weak, trouble walking, new, worsening, neurologic, motor, symptoms, leg, weakness, poor, balance, walking, foot, drop, alongside, pain, raises
Co-occurring red flags: Unexplained weight loss, Fever, Chills, Night sweats, Age over 50, IV drug user, Immunosuppression, Constant pain, Night pain, Severe pain

New or worsening neurologic motor symptoms (leg weakness, poor balance when walking, foot drop) alongside spinal pain raises concern for spinal cord compression by abscess following spinal infection.",2,low back,Infection,Neuro motor deficit,SUGGESTIVE_OF,direct,-,no,no,title: The diagnostic value of Red Flags in thoracolumbar pain: a systematic review | author: Maselli F | year: 2022 | authority: Disability and Rehabilitation | doi: https://doi.org/10.1080/09638288.2020.1804626,SRMA
r_41,"Clinical concept: new or worsening neurologic sensory symptoms (electric shock-like pain, tingling, numbness, loss of proprioception) alongside spinal pain raises concern for spinal cord compression by abscess following spinal infection (Neuro sensory deficit; SUGGESTIVE_OF;Infection)
Synonyms and patient phrases: neuro sensory deficit, numbness, tingling, pins and needles, sensory loss, electric shock pain, radiculopathy, numbness in leg, tingling down leg, new, worsening, neurologic, sensory, symptoms, electric, shock-like, pain, loss, proprioception, alongside, raises, concern, cord, compression
Co-occurring red flags: Unexplained weight loss, Fever, Chills, Night sweats, Age over 50, IV drug user, Immunosuppression, Constant pain, Night pain, Severe pain

New or worsening neurologic sensory symptoms (electric shock-like pain, tingling, numbness, loss of proprioception) alongside spinal pain raises concern for spinal cord compression by abscess following spinal infection.",2,low back,Infection,Neuro sensory deficit,SUGGESTIVE_OF,direct,-,no,no,title: The diagnostic value of Red Flags in thoracolumbar pain: a systematic review | author: Maselli F | year: 2022 | authority: Disability and Rehabilitation | doi: https://doi.org/10.1080/09638288.2020.1804626,SRMA
r_42,"Clinical concept: new or worsening neurologic motor symptoms (leg weakness, poor balance when walking, foot drop) in both limbs alongside spinal pain is worrying for cauda equina syndrome (CES) (Bilat neuro motor deficit; SUGGESTIVE_OF;CES)
Synonyms and patient phrases: bilat neuro motor deficit, bilateral leg weakness, both legs weak, bilateral motor deficit, new, worsening, neurologic, motor, symptoms, leg, weakness, poor, balance, walking, foot, drop, both, limbs, alongside, pain, worrying, cauda, equina, syndrome
Co-occurring red flags: Bilat neuro sensory deficit, Bladder dysfunction, Bowel dysfunction, Saddle anaesthesia

New or worsening neurologic motor symptoms (leg weakness, poor balance when walking, foot drop) in both limbs alongside spinal pain is worrying for cauda equina syndrome (CES).",3,low back,CES,Bilat neuro motor deficit,SUGGESTIVE_OF,direct,-,no,no,title: The use of red flags in screening patients in physiotherapy: narrative review. | author: Maselli F | year: 2019 | authority: University of Genova | doi: https://hdl.handle.net/20.500.14242/101517,SRMA
r_43,"Clinical concept: new or worsening neurologic sensory symptoms (electric shock-like pain, tingling, numbness, loss of proprioception) in both limbs alongside spinal pain is worrying for cauda equina syndrome (CES) (Bilat neuro sensory deficit; SUGGESTIVE_OF;CES)
Synonyms and patient phrases: bilat neuro sensory deficit, bilateral numbness, both legs numb, bilateral sensory symptoms, numbness in both legs, new, worsening, neurologic, sensory, symptoms, electric, shock-like, pain, tingling, numbness, loss, proprioception, both, limbs, alongside, worrying, cauda, equina, syndrome
Co-occurring red flags: Bilat neuro motor deficit, Bladder dysfunction, Bowel dysfunction, Saddle anaesthesia

New or worsening neurologic sensory symptoms (electric shock-like pain, tingling, numbness, loss of proprioception) in both limbs alongside spinal pain is worrying for cauda equina syndrome (CES).",3,low back,CES,Bilat neuro sensory deficit,SUGGESTIVE_OF,direct,-,no,no,title: The use of red flags in screening patients in physiotherapy: narrative review. | author: Maselli F | year: 2019 | authority: University of Genova | doi: https://hdl.handle.net/20.500.14242/101517,SRMA
r_44,"Clinical concept: urinary retention (can't fully empty) and incontinence (can't hold it / make it to the bathroom) are specific symptoms of cauda equina syndrome (Bladder dysfunction; SUGGESTIVE_OF;CES)
Synonyms and patient phrases: urinary retention, incontinence, cannot urinate, bladder dysfunction, cauda equina bladder, cannot pee, wet myself, retention of urine, urinary, retention, can, fully, empty, hold, make, bathroom, specific, symptoms, cauda, equina, syndrome
Co-occurring red flags: Bilat neuro motor deficit, Bilat neuro sensory deficit, Bowel dysfunction, Saddle anaesthesia

Urinary retention (can't fully empty) and incontinence (can't hold it / make it to the bathroom) are specific symptoms of cauda equina syndrome.",2,low back,CES,Bladder dysfunction,SUGGESTIVE_OF,direct,-,yes,no,title: The diagnostic value of Red Flags in thoracolumbar pain: a systematic review | author: Maselli F | year: 2022 | authority: Disability and Rehabilitation | doi: https://doi.org/10.1080/09638288.2020.1804626,SRMA
r_45,"Clinical concept: bowel dysfunction (loss of rectal sensation, constipation) and fecal incontinence (can't hold it / make it to the bathroom) are specific symptoms of cauda equina syndrome (Bowel dysfunction; SUGGESTIVE_OF;CES)
Synonyms and patient phrases: fecal incontinence, bowel incontinence, loss of rectal sensation, constipation with CES, bowel dysfunction, cannot hold stool, numbness when wiping, bowel, dysfunction, loss, rectal, sensation, constipation, fecal, incontinence, can, hold, make, bathroom, specific, symptoms, cauda, equina, syndrome
Co-occurring red flags: Bilat neuro motor deficit, Bilat neuro sensory deficit, Bladder dysfunction, Saddle anaesthesia

Bowel dysfunction (loss of rectal sensation, constipation) and fecal incontinence (can't hold it / make it to the bathroom) are specific symptoms of cauda equina syndrome.",2,low back,CES,Bowel dysfunction,SUGGESTIVE_OF,direct,-,yes,no,title: The diagnostic value of Red Flags in thoracolumbar pain: a systematic review | author: Maselli F | year: 2022 | authority: Disability and Rehabilitation | doi: https://doi.org/10.1080/09638288.2020.1804626,SRMA
r_46,"Clinical concept: loss of sensation around the perineum, buttocks, inner thighs, genitals, and anus are specific symptoms of cauda equina syndrome (Saddle anaesthesia; SUGGESTIVE_OF;CES)
Synonyms and patient phrases: saddle anesthesia, saddle anaesthesia, numbness groin, perineal numbness, genital numbness, numb in groin, numb buttocks and inner thighs, loss, sensation, around, perineum, buttocks, inner, thighs, genitals, anus, specific, symptoms, cauda, equina, syndrome
Co-occurring red flags: Bilat neuro motor deficit, Bilat neuro sensory deficit, Bladder dysfunction, Bowel dysfunction

Loss of sensation around the perineum, buttocks, inner thighs, genitals, and anus are specific symptoms of cauda equina syndrome.",2,low back,CES,Saddle anaesthesia,SUGGESTIVE_OF,direct,-,yes,no,title: The diagnostic value of Red Flags in thoracolumbar pain: a systematic review | author: Maselli F | year: 2022 | authority: Disability and Rehabilitation | doi: https://doi.org/10.1080/09638288.2020.1804626,SRMA
r_47,"Clinical concept: in patients presenting with low back pain, abdominal pain that radiates or extends toward the groin raises concern for abdominal aortic aneurysm,  a vascular emergency (Abdominal pain; SUGGESTIVE_OF;AAA)
Synonyms and patient phrases: abdominal pain, belly pain, stomach pain, pain radiating, abdominal pain radiating, flank pain, pain in abdomen going, patients, presenting, pain, abdominal, radiates, extends, toward, groin, raises, concern, aortic, aneurysm, vascular, emergency, age, over, smoking
Co-occurring red flags: Cardiovascular disease, Age over 50, Smoking, Male sex, Hypertension, Diabetes, Family history of AAA

In patients presenting with low back pain, abdominal pain that radiates or extends toward the groin raises concern for abdominal aortic aneurysm,  a vascular emergency. Combine abdominal or groin pain with age over 50, smoking, and hypertension to determine triage urgency.",3,low back,AAA,Abdominal pain,SUGGESTIVE_OF,direct,-,yes,no,title: The use of red flags in screening patients in physiotherapy: narrative review. | author: Maselli F | year: 2019 | authority: University of Genova | doi: https://hdl.handle.net/20.500.14242/101517,SRMA
r_48,"Clinical concept: patients with a history of peripheral vascular disease or coronary artery disease are at an elevated risk of developing an abdominal aortic aneurysm (Cardiovascular disease; RISK_FACTOR_FOR;AAA)
Synonyms and patient phrases: cardiovascular disease, heart disease, coronary artery disease, peripheral vascular disease, PVD, CAD, vascular disease, heart problems, blocked arteries, patients, history, peripheral, vascular, disease, coronary, artery, elevated, risk, developing, abdominal, aortic, aneurysm
Co-occurring red flags: Abdominal pain, Age over 50, Smoking, Male sex, Hypertension, Diabetes, Family history of AAA

Patients with a history of peripheral vascular disease or coronary artery disease are at an elevated risk of developing an abdominal aortic aneurysm.",3,low back,AAA,Cardiovascular disease,RISK_FACTOR_FOR,direct,-,yes,no,title: The use of red flags in screening patients in physiotherapy: narrative review. | author: Maselli F | year: 2019 | authority: University of Genova | doi: https://hdl.handle.net/20.500.14242/101517,SRMA
r_49,"Clinical concept: age over 50 years is an independent predisposing risk factor that increases susceptibility to abdominal aortic aneurysm (Age over 50; RISK_FACTOR_FOR;AAA)
Synonyms and patient phrases: age over 50, over 50, older than 50, elderly, aged 51, aged 60, my fifties, I am over 50, older adult, middle-aged and older, age, over, years, independent, predisposing, risk, factor, increases, susceptibility, abdominal, aortic, aneurysm
Co-occurring red flags: Abdominal pain, Cardiovascular disease, Smoking, Male sex, Hypertension, Diabetes, Family history of AAA

Age over 50 years is an independent predisposing risk factor that increases susceptibility to abdominal aortic aneurysm.",3,low back,AAA,Age over 50,RISK_FACTOR_FOR,direct,-,no,no,title: The use of red flags in screening patients in physiotherapy: narrative review. | author: Maselli F | year: 2019 | authority: University of Genova | doi: https://hdl.handle.net/20.500.14242/101517,SRMA
r_50,"Clinical concept: smoking increases the risk of abdominal aortic aneurysm, particularly heavy smoking (more than 20 cigarettes per day) (Smoking; RISK_FACTOR_FOR;AAA)
Synonyms and patient phrases: smoking, smoker, tobacco, cigarettes, heavy smoking, I smoke, pack a day, increases, risk, abdominal, aortic, aneurysm, particularly, heavy, more, than, per, day, confirm, use, cardiovascular, history, abdominal/groin, pain
Co-occurring red flags: Abdominal pain, Cardiovascular disease, Age over 50, Male sex, Hypertension, Diabetes, Family history of AAA

Smoking increases the risk of abdominal aortic aneurysm, particularly heavy smoking (more than 20 cigarettes per day). Heavy smoking alone does not confirm abdominal aortic aneurysm—use it with cardiovascular history, abdominal/groin pain, and other red flags to determine triage urgency.",3,low back,AAA,Smoking,RISK_FACTOR_FOR,direct,Cardiovascular disease,no,no,title: The use of red flags in screening patients in physiotherapy: narrative review. | author: Maselli F | year: 2019 | authority: University of Genova | doi: https://hdl.handle.net/20.500.14242/101517,SRMA
r_51,"Clinical concept: abdominal aortic aneurysm occurs substantially more often in men (Male sex; RISK_FACTOR_FOR;AAA)
Synonyms and patient phrases: male, man, male sex, biological male, I am a man, male patient, abdominal, aortic, aneurysm, occurs, substantially, more, often, men, sex, confirm, use, cardiovascular, history, abdominal/groin, pain
Co-occurring red flags: Abdominal pain, Cardiovascular disease, Age over 50, Smoking, Hypertension, Diabetes, Family history of AAA

Abdominal aortic aneurysm occurs substantially more often in men. Male sex alone does not confirm abdominal aortic aneurysm—use it with cardiovascular history, abdominal/groin pain, and other red flags to determine triage urgency.",4,low back,AAA,Male sex,RISK_FACTOR_FOR,direct,-,no,no,"title: The Global and Regional Prevalence of Abdominal Aortic Aneurysms: A Systematic Review and Modeling Analysis | author: Song, Peige | year: 2023 | authority: Annals of Surgery | doi: https://doi.org/10.1097/SLA.0000000000005716",SRMA
r_52,"Clinical concept: hypertension is a common predisposing risk factor for abdominal aortic aneurysm (Hypertension; RISK_FACTOR_FOR;AAA)
Synonyms and patient phrases: hypertension, high blood pressure, HTN, elevated BP, common, predisposing, risk, factor, abdominal, aortic, aneurysm, patients, pain, poorly, controlled, long-standing, raises, baseline, concern, differential, especially, groin, radiation, age
Co-occurring red flags: Abdominal pain, Cardiovascular disease, Age over 50, Smoking, Male sex, Diabetes, Family history of AAA

Hypertension is a common predisposing risk factor for abdominal aortic aneurysm. In patients with low back pain, poorly controlled or long-standing hypertension raises baseline concern when aneurysm is in the differential, especially with abdominal or groin radiation, age over 50, smoking, male sex, or known peripheral vascular or coronary disease. Hypertension alone does not confirm AAA—use it with symptom and examination findings to determine triage urgency.",4,low back,AAA,Hypertension,RISK_FACTOR_FOR,mediated,Cardiovascular disease,no,no,"title: The Global and Regional Prevalence of Abdominal Aortic Aneurysms: A Systematic Review and Modeling Analysis | author: Song, Peige | year: 2023 | authority: Annals of Surgery | doi: https://doi.org/10.1097/SLA.0000000000005716",SRMA
r_53,"Clinical concept: diabetes, especially when poorly controlled, is a risk factor for abdominal aortic aneurysm (Diabetes; RISK_FACTOR_FOR;AAA)
Synonyms and patient phrases: diabetes, type 2 diabetes, type 1 diabetes, T2DM, diabetic, poorly controlled diabetes, high blood sugar, I have diabetes, type 2 diabetic, blood sugar is high, constantly thirsty, especially, poorly, controlled, risk, factor, abdominal, aortic, aneurysm, presence, increases, concern, pain, radiates
Co-occurring red flags: Abdominal pain, Cardiovascular disease, Age over 50, Smoking, Male sex, Hypertension, Family history of AAA

Diabetes, especially when poorly controlled, is a risk factor for abdominal aortic aneurysm. The presence of diabetes increases concern for abdominal aortic aneurysm when pain is abdominal or radiates to the groin, or when other vascular red flags are present. Control and duration matter clinically, but diabetes alone does not confirm aneurysm; pair with abdominal symptoms, age, smoking, hypertension, and history of cardiovascular disease to determine triage urgency.",4,low back,AAA,Diabetes,RISK_FACTOR_FOR,mediated,Cardiovascular disease,no,no,"title: The Global and Regional Prevalence of Abdominal Aortic Aneurysms: A Systematic Review and Modeling Analysis | author: Song, Peige | year: 2023 | authority: Annals of Surgery | doi: https://doi.org/10.1097/SLA.0000000000005716",SRMA
r_54,"Clinical concept: a family history of abdominal aortic aneurysm—especially in a first-degree relative (parent, sibling, or child)—is an independent predisposing risk factor that substantially increases lifetime risk of aneurysm (Family history of AAA; RISK_FACTOR_FOR;AAA)
Synonyms and patient phrases: family history of aaa, family history aneurysm, parent had AAA, relative with aneurysm, aneurysm runs in family, family, history, abdominal, aortic, aneurysm, especially, first-degree, relative, parent, sibling, child, independent, predisposing, risk, factor, substantially, increases, lifetime, patients
Co-occurring red flags: Abdominal pain, Cardiovascular disease, Age over 50, Smoking, Male sex, Hypertension, Diabetes

A family history of abdominal aortic aneurysm—especially in a first-degree relative (parent, sibling, or child)—is an independent predisposing risk factor that substantially increases lifetime risk of aneurysm. In patients with low back pain, this history raises baseline concern, particularly with abdominal or groin radiation, age over 50, male sex, smoking, hypertension, or known vascular disease. Family history alone does not confirm abdominal aortic aneurysm; use it with current symptoms and examination to determine triage urgency.",3,low back,AAA,Family history of AAA,RISK_FACTOR_FOR,direct,-,yes,no,title: The use of red flags in screening patients in physiotherapy: narrative review. | author: Maselli F | year: 2019 | authority: University of Genova | doi: https://hdl.handle.net/20.500.14242/101517,SRMA
r_55,"Clinical concept: hypercoagulability (lower clotting threshold of the blood associated with many causes including malignancy, Factor V Leiden, pregnancy, estrogen therapy, or inflammatory states) predisposes to deep vein thrombosis (Hypercoagulability; RISK_FACTOR_FOR;DVT)
Synonyms and patient phrases: hypercoagulable, clotting disorder, thrombophilia, DVT risk, blood clots easily, hypercoagulability, clotting, threshold, blood, associated, many, causes, including, malignancy, factor, leiden, pregnancy, estrogen, therapy, inflammatory, states, predisposes, deep, vein
Co-occurring red flags: Venous stasis, Endothelial injury, Previous DVT, Calf pain, Calf swelling, Recent surgery, Prolonged bed rest, Age over 50, Diabetes, Hypertension

Hypercoagulability (lower clotting threshold of the blood associated with many causes including malignancy, Factor V Leiden, pregnancy, estrogen therapy, or inflammatory states) predisposes to deep vein thrombosis. In low back pain, it raises concern when there is calf pain (especially unilateral) or swelling, recent surgery, or prolonged immobility. Deep vein thrombosis at the level of the inferior vena cava can also present as back pain. Hypercoagulability alone does not confirm deep vein thrombosis—combine with other risk factors and red flags to determine triage urgency.",5,low back,DVT,Hypercoagulability,RISK_FACTOR_FOR,direct,-,yes,no,"title: Patients with inferior vena cava thrombosis frequently present with lower back pain and bilateral lower-extremity deep vein thrombosis | author: Kraft, Christiane | year: 2013 | authority: European Journal of Vascular Medicine | doi: https://doi.org/10.1024/0301-1526/a000288",OBS
r_56,"Clinical concept: venous stasis (slowed venous flow in the legs) is a core mechanism for deep vein thrombosis in Virchow’s triad (Venous stasis; RISK_FACTOR_FOR;DVT)
Synonyms and patient phrases: venous stasis, immobility, prolonged sitting, bed rest, reduced mobility, not moving much, stuck in bed, venous, stasis, slowed, flow, legs, core, mechanism, deep, vein, thrombosis, virchow, triad, relevant, pain, person, had, prolonged
Co-occurring red flags: Hypercoagulability, Endothelial injury, Previous DVT, Calf pain, Calf swelling, Recent surgery, Prolonged bed rest, Age over 50, Diabetes, Hypertension

Venous stasis (slowed venous flow in the legs) is a core mechanism for deep vein thrombosis in Virchow’s triad. It is relevant in low back pain when the person has had prolonged bed rest, long travel, casting, or reduced mobility. Stasis increases baseline concern for deep vein thrombosis alongside calf swelling or calf pain; it does not confirm thrombosis without supporting signs. Consider in combination with other red flags to determine triage urgency.",6,low back,DVT,Venous stasis,RISK_FACTOR_FOR,direct,-,yes,no,"title: Diagnosis of Venous Thromboembolism | author: Canas, Alicia | year: 2025 | authority: Medical Clinics | doi: https://10.1016/j.mcna.2025.01.006",SRMA
