source_id,stem_hash,split,auto_red_flag_family,lexicon_terms,token_count,has_agentclinic_osce,question,answer,clinician_include,clinician_grid,clinician_notes
awinml/medqa:train:2425,76fd49c75da8cba7,train,confounder,confounder_dvt,101,False,"A 64-year-old woman presents to the emergency department with a 1-hour history of shortness of breath and chest pain. She said that the symptoms came on suddenly and that the chest pain is worse when she tries to take a deep breath. Her past medical history is significant for a previous deep venous thrombosis for which she was taking a blood thinner. She also has diabetes, hypertension, hyperlipidemia, and partial seizures which are treated with metformin, lisinopril, atorvastatin, and carbamazepine and valproic acid, respectively. Which of these drugs is most likely responsible for causing this patient's blood thinner medications to fail?",Carbamazepine,,,
awinml/medqa:train:2435,88bd235106a6e243,train,confounder,confounder_dvt,163,False,"A 48-year-old female with a history of hypertension, type II diabetes mellitus, hypothyroidism, and asthma undergoes a scheduled total abdominal hysterectomy for symptomatic fibroids. She is given a dose of preoperative prophylactic antibiotics. Her urinary catheter is removed on post-operative day one. She is on low-molecular-weight heparin for deep vein thrombosis prophylaxis. On post-operative day four, the patient complains of abdominal pain. She denies cough, nausea, vomiting, or dysuria, but has had 3-4 loose stools over her hospitalization. Her temperature is 101.0°F (38.3°C), blood pressure is 97/59 mmHg, pulse is 106/min, and respirations are 16/min. The surgical wound has new erythema with dusky patches and abundant cloudy discharge. The patient reports new decreased sensation around her wound site. Her lungs are clear to auscultation and abdomen is soft with hypoactive bowel sounds. She has no costovertebral angle tenderness. Urinalysis is within normal limits and urine culture grows >100,000 CFU/mL of Escherichia coli.

Which of the following is the best next step in management?",Vancomycin/piperacillin-tazobactam/clindamycin and debridement of the surgical wound,,,
awinml/medqa:train:2465,0a396bababbf85cd,train,mechanical,low_back|lumbar|spinal_stenosis|disc_herniation|back_pain,159,False,"A 44-year-old man presents to his primary care physician due to a shock-like pain in his left leg. He describes the pain as sharp and lasting a few minutes at a time. He has noticed being ""clumsy"" when walking in a dark room. Approximately 2 weeks ago, he was helping his daughter move and this required him to lift heavy boxes. He denies any trauma to the back or lower back pain. Medical history is significant for hypertension, hyperlipidemia, and type 2 diabetes mellitus. He is currently sexually active and is in a monogamous relationship with his wife. Approximately 15 years ago, he noted a painless genital lesion. On physical exam, there is a miotic pupil that does not constrict with light but constricts with convergence and accommodation. Strength, reflex, and sensory exam of the lower extremity is unremarkable. The patient has a positive Romberg test. Which of the following is most likely the cause of this patient's symptoms?",Sexually transmitted infection,,,
awinml/medqa:train:2522,39430448058747ae,train,mechanical,confounder_dvt,140,False,"A 28-year-old woman presents to a physician with complaints of fever, cough, and cold for the last 2 days. She does not have any other symptoms and she has no significant medical history. She has recently started using combined oral contraceptive pills (OCPs) for birth control. On physical examination, the temperature is 38.3°C (101.0°F), the pulse is 98/min, the blood pressure is 122/80 mm Hg, and the respiratory rate is 14/min. The nasal mucosa and pharynx are inflamed, but there is no purulent discharge. Auscultation of the chest does not reveal any abnormalities. She mentions that she has been a heavy smoker for the last 5 years, smoking about 15–20 cigarettes per day. The physician suggests she should discontinue using combined OCPs and choose an alternative contraception method. Which of the following best explains the rationale behind the physician's suggestion?",Smoking is likely to increase the risk of developing deep vein thrombosis and pulmonary embolism in women taking OCPs,,,
awinml/medqa:train:2528,989d4916dc4d63e4,train,mechanical,lumbar,102,False,"A 27-year-old woman comes to the clinic for blisters on both hands. The patient has a past medical history of asthma, eczema, and a car accident 2 years ago where she sustained a concussion. She also reports frequent transient episodes of blurred vision that clear with artificial tears. When asked about her blisters, the patient claims she was baking yesterday and forgot to take the pan out with oven gloves. Physical examination demonstrates weeping blisters bilaterally concentrated along the palmar surfaces of both hands and decreased pinprick sensation along the arms bilaterally. What is the most likely explanation of this patient’s symptoms?",Syringomyelia at the cervico-thoracic region,,,
awinml/medqa:train:2615,eaf5ce15777435ff,train,mechanical,confounder_dvt,108,False,"A 55-year-old man presents to his primary care physician for a regular check-up. The patient was born in Germany in 1960 in with shortened limbs, underdeveloped digits, absent external ears, and a cleft palate. He is currently in a wheelchair. His past medical history is also notable for hypertension and allergies. He takes lisinopril daily and loratadine as needed. His mother had a complicated past medical history and took multiple medications during her pregnancy. His temperature is 98.6°F (37°C), blood pressure is 120/80 mmHg, pulse is 90/min, and respirations are 20/min. The drug that most likely caused this patient's condition is also indicated for which of the following?",Multiple myeloma,,,
awinml/medqa:train:2618,e6742de4fea82225,train,mechanical,sacroiliac|vertebral_fracture|back_pain,137,False,"A 34-year-old primigravid woman comes to the physician for a prenatal visit at 37-weeks' gestation because of worsening back pain for 3 weeks. The pain is worse with extended periods of walking, standing, and sitting. She has not had any changes in bowel movements or urination. Her mother has rheumatoid arthritis. Examination of the back shows bilateral pain along the sacroiliac joint area as a posterior force is applied through the femurs while the knees are flexed. She has difficulty actively raising either leg while the knee is extended. Motor and sensory function are normal bilaterally. Deep tendon reflexes are 2+. Babinski sign is absent. Pelvic examination shows a uterus consistent in size with a 37-weeks' gestation. There is no tenderness during abdominal palpation. Which of the following is the most likely explanation for this patient's symptoms?",Relaxation of the pelvic girdle ligaments,,,
awinml/medqa:train:2638,c997a27bba7141e6,train,mechanical,low_back|back_pain,240,False,"A 74-year-old man is brought to the emergency department because of increasing abdominal pain and distention for 3 days. The pain is diffuse and colicky, and he describes it as 4 out of 10 in intensity. His last bowel movement was 5 days ago. He has not undergone any previous abdominal surgeries. He has hypertension, chronic lower back pain, coronary artery disease, and hypercholesterolemia. Prior to admission, his medications were enalapril, gabapentin, oxycodone, metoprolol, aspirin, and simvastatin. He appears uncomfortable. His temperature is 37.3°C (99.1°F), pulse is 93/min, and blood pressure is 118/76 mm Hg. Examination shows a distended and tympanitic abdomen; bowel sounds are reduced. There is mild tenderness to palpation in the lower abdomen with no guarding or rebound. Rectal examination shows an empty rectum. Laboratory studies show:
Hemoglobin 13.1 g/dL
Serum
Na+ 134 mEq/L
K+ 2.7 mEq/L
Cl- 98 mEq/L
Urea nitrogen 32 mg/dL
Creatinine 1 mg/dL
An x-ray of the abdomen shows a dilated cecum and right colon and preservation of the haustrae. A CT scan of the abdomen and pelvis with contrast shows a cecal diameter of 11 cm. The patient is kept NPO and intravenous fluids with electrolytes are administered. A nasogastric tube and rectal tube are inserted. Thirty-six hours later, he still has abdominal pain. Examination shows a distended and tympanitic abdomen. Serum concentrations of electrolytes are within the reference range. Which of the following is the most appropriate next step in management?""",Neostigmine therapy,,,
awinml/medqa:train:2652,e82f3e415099afd3,train,mechanical,back_pain,106,False,"A 59-year-old man is brought to the emergency department because of a 2-hour history of abdominal pain and severe vomiting after ingesting an unknown medication in a suicide attempt. On the way to the hospital, he had a generalized tonic-clonic seizure. He has chronic obstructive pulmonary disease, coronary artery disease, and chronic back pain. His pulse is 130/min, respirations are 16/min, and blood pressure is 110/60 mm Hg. Serum studies show a glucose concentration of 180 mg/dL and a potassium concentration of 2.8 mEq/L. An ECG shows ventricular tachycardia. This patient's current findings are most likely caused by an overdose of which of the following drugs?",Theophylline,,,
awinml/medqa:train:2708,81922c04075534bb,train,mechanical,low_back|back_pain,155,False,"A 29-year-old woman presents to her primary care provider complaining of lower back pain. She reports a 3 day history of extreme right lower back pain. She also reports mild dysuria. Her past medical history is notable for recurrent urinary tract infections leading to 3 emergency room visits over the past year. Her family history is notable for renal cell carcinoma in her paternal grandfather and diabetes in her father. Her temperature is 99.5°F (37.5°C), blood pressure is 125/75 mmHg, pulse is 82/min, and respirations are 18/min. On exam, she has mild right costovertebral angle tenderness. Radiography demonstrates a vague radiopaque structure in the right lower abdomen. Results of a urinalysis are shown below:

Appearance: Hazy, yellow
Protein: Negative
Specific gravity: 1.029
WBC: 2+
Casts: None
Bacteria: None
pH: 8.9
Blood: Negative
Bilirubin: Negative
Urobilinogen: < 2.0

A urine culture is pending. Which of the following pathogens is most likely responsible for this patient’s condition?",Proteus mirabilis,,,
awinml/medqa:train:2746,5ddf03295fac2896,train,mechanical,sacroiliac,135,False,"A 45-year-old woman presents to the office complaining of bilateral joint pain and stiffness in her hand joints for the past 3 months. She reports increasing difficulty holding a coffee cup or pen due to stiffness, especially in the morning. Over-the-counter ibuprofen partially relieves her symptoms. Past medical history is significant for dysthymia and gastroesophageal reflux disease. Vital signs are normal except for a low-grade fever. On examination, there is mild swelling and tenderness in the proximal interphalangeal and metacarpophalangeal joints and wrists. Nontender and non-pruritic nodules near the elbows are noted. Chest and abdominal examination are normal. X-rays of the hands reveal soft tissue swelling, joint space narrowing, and bony erosions. Her hematocrit is 32%, and her erythrocyte sedimentation rate is 40 mm/hr. This patient is at greatest risk for which of the following?",Osteoporosis,,,
awinml/medqa:train:2768,f878a2c4f4e1ffd9,train,trauma_fracture,low_back|lumbar|back_pain,176,False,"A 66-year-old man is brought to the emergency department 20 minutes after being involved in a high-speed motor vehicle collision in which he was the unrestrained passenger. His wife confirms that he has hypertension, atrial fibrillation, and chronic lower back pain. Current medications include metoprolol, warfarin, hydrochlorothiazide, and oxycodone. On arrival, he is lethargic and confused. His pulse is 112/min, respirations are 10/min, and blood pressure is 172/78 mm Hg. The eyes open spontaneously. The pupils are equal and sluggish. He moves his extremities in response to commands. There is a 3-cm scalp laceration. There are multiple bruises over the right upper extremity. Cardiopulmonary examination shows no abnormalities. The abdomen is soft and nontender. Neurologic examination shows no focal findings. Two large-bore peripheral intravenous catheters are inserted. A 0.9% saline infusion is begun. A focused assessment with sonography in trauma is negative. Plain CT of the brain shows a 5-mm right subdural hematoma with no mass effect. Fresh frozen plasma is administered. Which of the following is most likely to reduce this patient's cerebral blood flow?",Hyperventilation,,,
awinml/medqa:train:2795,e47c813b75520b8e,train,trauma_fracture,lumbar,130,False,"A 6-year-old boy presents to his pediatrician’s office for muscle weakness. The patient is accompanied by his mother who states that he has difficulty running and walking up the stairs. The mother has noticed mild weakness when the patient attempts to sit up from a supine position since he was 4-years-old. Medical history is significant for fractures involving the arms and legs secondary to falling. On physical exam, the child does not appear to be in distress and is conversational. He has a waddling gait along with lumbar lordosis and bilateral calf enlargement. The patient uses his hands to push himself into an upright position when arising from the floor. He has absent patellar and ankle-jerk reflexes. Which of the following is the best next step to confirm the diagnosis?",Genetic testing,,,
awinml/medqa:train:2799,b045461bc90cdc46,train,mechanical,low_back,172,False,"A 60-year-old man comes to the physician because of progressive pain in his right hip and lower back over the past 4 weeks. He describes the pain as dull and constant. It is worse with exertion and at night. Over the past 2 months, he has helped his son with renovating his home, which required heavy lifting and kneeling. His father died of prostate cancer. He drinks 2–3 beers daily. Vital signs are within normal limits. Examination shows localized tenderness over the right hip and groin area; range of motion is decreased. Hearing is mildly decreased on the right side. The remainder of the examination shows no abnormalities. Laboratory studies show:
Hemoglobin 15 g/dL
Serum
Total protein 6.5 g/dL
Bilirubin 0.8 mg/dL
Alanine aminotransferase 20 U/L
Alkaline phosphatase (ALP) 950 U/L
γ-Glutamyltransferase (GGT) 40 U/L (N=5–50)
Calcium 9 mg/dL
Phosphate 4 mg/dL
Parathyroid hormone
450 pg/mL
An x-ray of the hip shows cortical thickening and prominent trabecular markings. Which of the following is the most likely underlying mechanism of this patient's symptoms?""",Increased rate of bone remodeling,,,
awinml/medqa:train:2839,32127c289d1ad49a,train,mechanical,low_back|back_pain,103,False,"A 58-year-old man comes to the clinic complaining of increased urinary frequency for the past 3 days. The patient reports that he has had to get up every few hours in the night to go to the bathroom, and says ""whenever I feel the urge I have to go right away.” Past medical history is significant for a chlamydial infection in his twenties that was adequately treated. He endorses lower back pain and subjective warmth for the past 2 days. A rectal examination reveals a slightly enlarged prostate that is tender to palpation. What is the most likely explanation for this patient’s symptoms?",Infection with Escherichia coli,,,
awinml/medqa:train:2898,02444aef17ba9689,train,mechanical,lumbar,107,False,"A 27-year-old man is brought to the emergency department after a motor vehicle accident. He complains of tingling of his legs, and he is unable to move them. His temperature is 36.5°C (97.7°F), the blood pressure is 110/75 mm Hg, and the pulse is 88/min. On physical examination, pinprick sensation is absent below the umbilicus and there is no rectal tone. Muscle strength in the lower extremities is 1/5 bilaterally. He has 5/5 strength in his bilateral upper extremities. Plain films and computerized tomography (CT) show the displacement of the lumbar vertebrae. Which of the following is the best next step in the management of this patient?",Intravenous methylprednisolone,,,
awinml/medqa:train:2933,1a9f501186bd6e71,train,mechanical,back_pain,156,False,"A 30-year-old man presents to his family physician admitting to using heroin. He says he started using about 6-months ago when his back pain medication ran out. At first, he says he would borrow his wife’s Percocet but, eventually, that ran out and he had to find a different source. Since then, he has been having more and more issues related to his heroin use, and it has started to affect his work and home life. He is concerned that, if he continues like this, he might end up in real trouble. He denies sharing needles and is sincerely interested in quitting. He recalls trying to quit last month but recounts how horrible the withdrawal symptoms were. Because of this and the strong cravings, he relapsed shortly after his initial attempt. Methadone maintenance therapy is prescribed. Which of the following would most likely be the most important benefit of this new treatment plan in this patient?",Improved interpersonal relationships,,,
awinml/medqa:train:2950,c9458034f95c5640,train,confounder,confounder_dvt,132,False,"A 37-year-old previously healthy woman presents to the emergency room with right leg pain and difficulty breathing. She recently returned from a trip to Alaska and noticed her leg started to swell when she got home. Her medications include a multivitamin and oral contraceptives. She is diagnosed with a deep venous thrombosis complicated by a pulmonary embolism and started on anticoagulation. She remains stable and is discharged on the third hospital day with long-term anticoagulation. During the 2 month follow-up visit, the patient’s lab results are as follows:

Hemoglobin: 14 g/dL
Hematocrit: 44%
Leukocyte count: 5,000/mm^3 with normal differential
Platelet count: 300,000/mm^3
Prothrombin time: 23 seconds
Partial thromboplastin time (activated): 20 seconds
Bleeding time: 4 minutes

Which of the following factors is initially activated in the target pathway for her long-term treatment?",VII,,,
awinml/medqa:train:2973,211cad201753870d,train,mechanical,lumbar|back_pain,157,False,"A 75-year-old man presents to the physician with a complaint of persistent back pain. The patient states that the pain has been constant and occurs throughout the day. He says that he has also been experiencing greater fatigue when carrying out his daily activities. On review of systems, the patient notes that he lost more than 10 pounds in the past month despite maintaining his usual diet and exercising less often due to his fatigue. Physical exam is notable for a systolic murmur at the right sternal border, mild crackles at the bases of both lungs, and tenderness to palpation of his lumbar spine. Laboratory values are below:

Serum:
Na+: 141 mEq/L
Cl-: 101 mEq/L
K+: 4.2 mEq/L
HCO3-: 23 mEq/L
BUN: 20 mg/dL
Glucose: 101 mg/dL
Creatinine: 1.6 mg/dL
Ca2+: 12.8 mg/dL

A peripheral blood smear is ordered for the patient’s work-up. Which of the following would be the most likely finding on peripheral blood smear?",Rouleaux formation,,,
awinml/medqa:train:2990,59ce2186a530c2d8,train,mechanical,low_back|back_pain,135,False,"An 84-year-old man comes to the emergency department because of lower back pain and lower extremity weakness for 3 weeks. Over the past week, he has also found it increasingly difficult to urinate. He has a history of prostate cancer, for which he underwent radical prostatectomy 8 years ago. His prostate-specific antigen (PSA) level was undetectable until a routine follow-up visit last year, when it began to increase from 0.8 ng/mL to its present value of 64.3 ng/mL (N < 4). An MRI of the spine shows infiltrative vertebral lesions with a collapse of the L5 vertebral body, resulting in cord compression at L4–L5. The patient receives one dose of intravenous dexamethasone and subsequently undergoes external beam radiation. Which of the following cellular changes is most likely to occur as a result of this treatment?",Generation of hydroxyl radicals,,,
awinml/medqa:train:2992,d5697705031c17ab,train,mechanical,low_back|back_pain,115,False,"A 74-year-old male presents to his primary care physician complaining of left lower back pain. He reports a four-month history of worsening left flank pain. More recently, he has started to notice that his urine appears brown. His past medical history is notable for gout, hypertension, hyperlipidemia, and myocardial infarction status-post stent placement. He has a 45 pack-year smoking history and drinks 2-3 alcoholic beverages per day. His temperature is 100.9°F (38.3°C), blood pressure is 145/80 mmHg, pulse is 105/min, and respirations are 20/min. Physical examination is notable for left costovertebral angle tenderness. A CT of this patient’s abdomen is shown in figure A. This lesion most likely arose from which of the following cells?",Proximal tubule cells,,,
awinml/medqa:train:3000,f452268520cea4a6,train,mechanical,low_back|lumbar|lumbosacral|back_pain,158,False,"A 72-year-old man presents to the physician with severe lower back pain and fatigue for 3 months. The pain increases with activity. He has no history of a serious illness. He takes ibuprofen for pain relief. He does not smoke. The blood pressure is 105/65 mm Hg, the pulse is 86/min, the respirations are 16/min, and the temperature is 36.7℃ (98.1℉). The conjunctivae are pale. Palpation over the 1st lumbar vertebra shows tenderness. The heart, lung, and abdominal examination shows no abnormalities. No lymphadenopathy is palpated. The results of the laboratory studies show:
Laboratory test
Hemoglobin 9 g/dL
Mean corpuscular volume 90 μm3
Leukocyte count 5,500/mm3 with a normal differential
Platelet count 350,000/mm3
Serum
Calcium 11.5 mg/dL
Albumin 3.8 g/dL
Urea nitrogen 54 mg/dL
Creatinine 2.5 mg/dL
Lumbosacral computed tomography (CT) scan shows a low-density lesion in the 1st lumbar vertebra and several similar lesions in the pelvic bones. Which of the following is the most likely diagnosis?",Multiple myeloma,,,
awinml/medqa:train:3039,362b5b7f2810320d,train,confounder,confounder_aaa,66,False,"A 68-year-old male with past history of hypertension, hyperlipidemia, and a 30 pack/year smoking history presents to his primary care physician for his annual physical. Because of his age and past smoking history, he is sent for screening abdominal ultrasound. He is found to have a 4 cm infrarenal abdominal aortic aneurysm. Surgical repair of his aneurysm is indicated if which of the following are present?","Abdominal, back, or groin pain",,,
awinml/medqa:train:3042,2560e182bd710b13,train,inflammatory,lumbar|ankylosing,144,False,"A 39-year-old woman comes to the physician because of recurrent episodes of severe pain over her neck, back, and shoulders for the past year. The pain worsens with exercise and lack of sleep. Use of over-the-counter analgesics have not resolved her symptoms. She also has stiffness of the shoulders and knees and tingling in her upper extremities that is worse in the morning. She takes escitalopram for generalized anxiety disorder. She also has tension headaches several times a month. Her maternal uncle has ankylosing spondylitis. Examination shows marked tenderness over the posterior neck, bilateral mid trapezius, and medial aspect of the left knee. Muscle strength is normal. Laboratory studies, including a complete blood count, erythrocyte sedimentation rate, and thyroid-stimulating hormone are within the reference ranges. X-rays of her cervical and lumbar spine show no abnormalities. Which of the following is the most likely diagnosis?",Fibromyalgia,,,
awinml/medqa:train:3064,12abe2ba9f2ff49e,train,mechanical,sacrum,54,False,"A 55-year-old man comes to the physician because of a 2-day history of severe perianal pain and bright red blood in his stool. Examination shows a bulging, red nodule at the rim of the anal opening. Which of the following arteries is the most likely source of blood to the mass found during examination?",Internal pudendal,,,
awinml/medqa:train:3077,b087ac61433a70f3,train,mechanical,back_pain,150,False,"A 37-year-old woman, gravida 3, para 2, at 35 weeks' gestation is brought to the emergency department for the evaluation of lower abdominal and back pain and vaginal bleeding that started one hour ago. She has had no prenatal care. Her first two pregnancies were uncomplicated and her children were delivered vaginally. The patient smoked one pack of cigarettes daily for 20 years; she reduced to half a pack every 2 days during her pregnancies. Her pulse is 80/min, respirations are 16/min, and blood pressure is 130/80 mm Hg. The uterus is tender, and regular hypertonic contractions are felt every 2 minutes. There is dark blood on the vulva, the introitus, and on the medial aspect of both thighs bilaterally. The fetus is in a cephalic presentation. The fetal heart rate is 158/min and reactive with no decelerations. Which of the following is the most appropriate next step in management?",Vaginal delivery,,,
awinml/medqa:train:3101,43d5dc9691a75ef2,train,mechanical,low_back|back_pain,105,False,"A 24-year-old woman presents to the emergency department with severe abdominal and lower back pain. She describes it as intense cramping and states that she experienced severe pain roughly 1 month ago that was similar. The patient's past medical history is non-contributory, and she states that her menses cause her to soak through 1 pad in a day. She is currently sexually active and does not use any contraception. Her vitals are within normal limits. The patient's abdominal exam is non-focal, and her pelvic exam reveals no adnexal masses or tenderness and no cervical motion tenderness. Which of the following is the most likely diagnosis?",Primary dysmenorrhea,,,
awinml/medqa:train:3114,e3c3ace9019c0cc3,train,mechanical,back_pain,201,False,"A 43-year-old man is brought to the emergency department because of severe back pain for 2 hours. He describes it as a stabbing pain between his scapulae that is 9 out of 10 in intensity. He has vomited once during this period. He has hypertension and type 2 diabetes mellitus. He has not seen a physician in 18 months. Current medications include metformin and enalapril. He is diaphoretic. His temperature is 37.3°C (99.1°F), pulse is 100/min, respirations are 20/min, and blood pressure is 210/130 mm Hg. He is not oriented to person, place, or time. The lungs are clear to auscultation. Cardiac examination shows no murmurs, rubs, or gallops. Abdominal examination shows mild epigastric tenderness with no rebound or guarding. The radial pulse is decreased on the left side. Laboratory studies show:
Hemoglobin 13.1 g/dL
Leukocyte count 10,000/mm3
Platelet count 230,000/mm3
Serum
Na+ 139 mEq/L
K+ 4.1 mEq/L
Cl- 103 mEq/L
Glucose 230 mg/dL
Creatinine 3.9 mg/dL
Alkaline phosphatase 55 U/L
Urine toxicology screening is positive for opiates and cocaine. An ECG shows sinus tachycardia with no evidence of ischemia. An x-ray of the chest shows a widened mediastinum. Which of the following is the most appropriate next step in management?""",Transesophageal echocardiography,,,
awinml/medqa:train:3134,12074c2984a95ecb,train,mechanical,back_pain,76,False,"A 52-year-old man with chronic kidney disease presents for significant back pain that has gotten worse in the past 2 days. On exam, the patient has a moderate kyphosis with decreased range of motion of the spine secondary to pain. The patient has no neurologic deficits but is in severe pain. Lab work reveals a low normal serum calcium, slightly increased serum phosphate, and decreased serum vitamin D. What is the cause of this patient’s presentation?",Increased bone turnover,,,
awinml/medqa:train:3152,1d30d5b1323da676,train,mechanical,back_pain,129,False,"An 11-year-old girl presents to her pediatrician for evaluation of asymmetry that was detected during routine school screening. Specifically, she was asked to bend forwards while the school nurse examined her back. While leaning forward, her right scapula was found to be higher than her left scapula. She was also found to have a prominent line of spinal processes that diverged from the midline. She has been experiencing some back pain that she previously attributed to growth pains but otherwise has no symptoms. Her past medical history is significant only for mild allergies. She is sent to radiography for confirmation of the diagnosis and placed in a nighttime brace. Which of the following represents a complication of the most likely disease affecting this patient if it is left untreated?",Restrictive lung disease,,,
awinml/medqa:train:3190,d068071fcb22aa6d,train,mechanical,low_back|back_pain,108,False,"A 28-year-old woman comes to the physician because of a 1-year history of intermittent buzzing in both her ears. She says she sometimes has episodes of mild dizziness which resolve spontaneously. She has a 15-year history of type 1 diabetes mellitus and episodes of low back pain. She does not smoke or drink alcohol. Current medications include insulin and aspirin. She works as a trombonist for a symphony orchestra. Her vital signs are within normal limits. On otoscopic examination, the tympanic membrane appears normal. Bone conduction is greater than air conduction in both ears. Weber test shows no lateralization. Which of the following is the most likely diagnosis?",Otosclerosis,,,
awinml/medqa:train:3229,843ecd6c156a6044,train,confounder,confounder_dvt,91,False,"A 69-year-old man with history of coronary artery disease necessitating angioplasty and stent placement presents to the ED due to fever, chills, and productive cough for one day. He is started on levofloxacin and admitted because of his comorbidity and observed tachypnea of 35 breaths per minute. He is continued on his home medications including aspirin, clopidogrel, metoprolol, and lisinopril. He cannot ambulate as frequently as he would like due to his immediate dependence on oxygen. What intervention should be provided for deep venous thrombosis prophylaxis in this patient while hospitalized?",Low molecular weight heparin,,,
awinml/medqa:train:3258,12c524052ccfeb3f,train,mechanical,back_pain,93,False,"A 59-year-old woman comes to the clinic complaining of an intermittent, gnawing epigastric pain for the past 2 months. The pain is exacerbated with food and has been getting progressively worse. The patient denies any weight changes, nausea, vomiting, cough, or dyspepsia. Medical history is significant for chronic back pain for which she takes ibuprofen. Her father passed at the age of 55 due to pancreatic cancer. Labs were unremarkable except for a mild decrease in hemoglobin. To what medication is most appropriate to be switched from the current medication at this time?",Acetaminophen,,,
awinml/medqa:train:3425,fa3f92eafa7673af,train,malignancy,low_back,184,False,"A 7-year-old boy is brought to the physician by his parents because of a 4.5-kg (10-lb) weight loss during the last 3 months. During this period, he has complained of abdominal pain and fullness, and his parents feel that he has been eating less. His parents also report that his urine has appeared pink for several weeks. He has been performing poorly in school lately, with reports from teachers that he has not been paying attention in class and has been distracting to other students. He was born at term and has been healthy except for a history of several infantile seizures. His vital signs are within normal limits. He is at the 60th percentile for height and 20th percentile for weight. Physical examination shows a palpable abdominal mass, abdominal tenderness in the left upper quadrant, and left costovertebral angle tenderness. There are several ellipsoid, hypopigmented macules on the back and legs and a 4-cm raised plaque of rough, dimpled skin on the right lower back that is the same color as the surrounding skin. Which of the following is the most likely diagnosis?",Tuberous sclerosis,,,
awinml/medqa:train:3456,1956e46a53ff97a3,train,infection,confounder_abscess,96,False,A 55-year-old man presents to his primary care physician for diarrhea. He states that he has experienced roughly 10 episodes of non-bloody and watery diarrhea every day for the past 3 days. The patient has a past medical history of IV drug abuse and recently completed treatment for an abscess with cellulitis. His vitals are notable for a pulse of 105/min. Physical exam reveals diffuse abdominal discomfort with palpation but no focal tenderness. A rectal exam is within normal limits and is Guaiac negative. Which of the following is the best initial treatment for this patient?,Vancomycin,,,
awinml/medqa:train:3533,632047d38c293f81,train,trauma_fracture,confounder_dvt,152,False,"A 50-year-old man presents to the emergency department with pain and swelling of his right leg for the past 2 days. Three days ago he collapsed on his leg after tripping on a rug. It was a hard fall and left him with bruising of his leg. Since then the pain and swelling of his leg have been gradually increasing. Past medical history is noncontributory. He lives a rather sedentary life and smokes two packs of cigarettes per day. The vital signs include heart rate 98/min, respiratory rate 15/min, temperature 37.8°C (100.1°F), and blood pressure 100/60 mm Hg. On physical examination, his right leg is visibly swollen up to the mid-calf with pitting edema and moderate erythema. Peripheral pulses in the right leg are weak and the leg is tender. Manipulation of the right leg is negative for Homan’s sign. What is the next best step in the management of this patient?",Perform a venous ultrasound,,,
awinml/medqa:train:3538,f55ab0b268e09c53,train,confounder,confounder_dvt,108,False,"A 34-year-old woman, gravida 4, para 3, comes to the physician because of left ankle swelling for 2 months. She notes that the swelling is present throughout the day and decreases when she goes to sleep. One year ago, she has had an episode of deep venous thrombosis after the delivery of her third child. Her prepregnancy BMI was 34 kg/m2. Examination shows distended, tortuous veins in the legs bilaterally and pitting edema of the left ankle. There are erythematous scaling patches on the medial side of the left ankle. Duplex ultrasonography is performed. Which of the following directions of blood flow would most likely confirm the diagnosis?",Popliteal vein to small saphenous vein,,,
awinml/medqa:train:3559,519a14467680eafe,train,infection,low_back|lumbar|epidural_abscess|back_pain,226,False,"A 70-year-old man comes to the emergency department because of severe lower back pain for 3 weeks. The pain was initially exacerbated by activity but now presents also at rest. The patient has not had a headache or a cough. He reports no changes in bowel movements or urination. He has type 2 diabetes mellitus and hypertension. He does not smoke or drink alcohol. His current medications include metformin and lisinopril. His temperature is 37.8°C (100°F), pulse is 86/min, and blood pressure is 134/92 mm Hg. Examination shows tenderness over the spinous processes of the second and third lumbar vertebrae with significant paraspinal spasm. The remainder of the examination shows no abnormalities. Laboratory studies show:
Hemoglobin 14 g/dL
Leukocyte count 10,800 /mm3
Erythrocyte sedimentation rate 75 mm/h
CRP 82 mg/L (N = 0–10 mg/L)
Serum
Ca2+ 9.6 mg/dL
Urea nitrogen 22 mg/dL
Glucose 216 mg/dL
Creatinine 1.1 mg/dL
Albumin 3.7 g/dL
Alkaline phosphatase 55 U/L
An x-ray of the lumbar spine shows bone destruction, sequestrum formation, and periosteal reactions along the second and third lumbar vertebrae. An MRI of the lumbar spine shows increased T2 signals within the second and third lumbar vertebrae without signs of epidural abscess. A blood culture is taken and he is started on appropriate analgesia. Which of the following is the most appropriate next step in the management of this patient?""",CT-guided biopsy,,,
awinml/medqa:train:3562,a7df7936d89ff340,train,mechanical,back_pain,90,False,"A 23-year-old woman on prednisone for lupus presents to her primary care physician because she experiences a burning sensation with urination. She has also been urinating more frequently than normal. The patient denies fever, chills, nausea/vomiting, abdominal or back pain, or other changes with urination. Her vital signs and physical exam are unremarkable, and her urine analysis is positive for leukocyte esterase and nitrites. The patient receives a diagnosis and is then prescribed an antimicrobial that acts by inhibiting DNA gyrase. Which adverse effect should the patient be counseled about?",Tendon rupture,,,
